onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
32.0285	0.125	1st/repetition/expected	121	64057	20.0	HIGH_A	1.0	10.467	4.9747	H	69.0	75	50	1	1	0.125	57.0	es15	expsupp	1	24	24	20	30	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
44.1175	0.125	1st/repetition/expected	121	88235	20.0	HIGH_A	1.0	11.0758	5.9421	H	69.0	75	50	1	1	0.125	57.0	es15	expsupp	2	0	0	40	50	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
55.284	0.125	1st/repetition/expected	121	110568	20.0	HIGH_A	1.0	10.1496	2.001	H	69.0	75	50	1	1	0.125	57.0	es15	expsupp	3	36	36	20	30	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
65.771	0.125	1st/omission/unexpected	112	131542	20.0	HIGH_A	1.0	9.4709	3.5179	H	69.0	75	50	0	1	0.125	57.0	es15	expsupp	4	0	0	20	30	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
77.6975	0.125	1st/repetition/expected	121	155395	20.0	HIGH_A	1.0	10.6787	5.2313	H	69.0	75	50	1	1	0.125	57.0	es15	expsupp	5	36	36	40	50	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
88.341	0.125	1st/repetition/expected	121	176682	20.0	HIGH_A	1.0	9.627	2.1432	H	69.0	75	50	1	1	0.125	57.0	es15	expsupp	6	24	24	0	10	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
98.7855	0.125	1st/omission/unexpected	112	197571	20.0	HIGH_A	1.0	9.4278	4.9077	H	69.0	75	50	0	1	0.125	57.0	es15	expsupp	7	12	12	40	50	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
110.873	0.125	1st/repetition/expected	121	221746	20.0	HIGH_A	1.0	10.8398	2.2939	H	69.0	75	50	1	1	0.125	57.0	es15	expsupp	8	48	48	0	10	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
122.1165	0.125	1st/repetition/expected	121	244233	20.0	HIGH_A	1.0	10.2291	4.8604	H	69.0	75	50	1	1	0.125	57.0	es15	expsupp	9	24	24	40	50	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
135.123	0.125	1st/repetition/expected	121	270246	20.0	HIGH_A	1.0	11.988	6.284	H	69.0	75	50	1	1	0.125	57.0	es15	expsupp	10	48	48	20	30	0	n/a	n/a	sub-es15_00_0005.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
