Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0.0	12	20	12	30	1	1	Calibration_part1	es34	n/a
2	42.0	1.0	5.0	36	20	36	30	1	1	Calibration_part1	es34	n/a
3	44.0	1.0	25.0	12	0	12	10	1	1	Calibration_part1	es34	n/a
4	46.0	1.0	41.0	36	0	36	10	1	1	Calibration_part1	es34	n/a
5	48.0	1.0	45.0	48	40	48	50	1	1	Calibration_part1	es34	n/a
6	50.0	1.0	50.0	12	40	12	50	1	1	Calibration_part1	es34	n/a
7	51.0	1.0	56.0	12	0	12	10	1	1	Calibration_part1	es34	n/a
8	52.0	1.0	61.0	36	20	36	30	1	1	Calibration_part1	es34	n/a
9	53.0	1.0	67.0	12	20	12	30	1	1	Calibration_part1	es34	n/a
10	54.0	1.0	69.0	48	20	48	30	1	1	Calibration_part1	es34	n/a
11	55.0	1.0	n/a	0	40	0	50	-99	0	Calibration_part1	es34	n/a
12	56.0	1.0	76.0	36	0	36	10	1	1	Calibration_part1	es34	n/a
13	57.0	1.0	73.0	0	0	0	10	1	1	Calibration_part1	es34	n/a
14	58.0	1.0	81.0	12	40	12	50	1	1	Calibration_part1	es34	n/a
15	59.0	1.0	n/a	36	40	36	50	1	-99	Calibration_part1	es34	n/a
1	56.0	1.0	54.0	24	0	24	10	1	1	Calibration_part2	es34	59.9
2	51.1	1.0	50.0	48	0	48	10	1	1	Calibration_part2	es34	59.9
3	56.0	1.0	62.0	24	20	24	30	1	1	Calibration_part2	es34	59.9
4	52.1	1.0	50.0	48	40	48	50	1	1	Calibration_part2	es34	59.9
5	53.1	1.0	46.0	12	40	12	50	1	1	Calibration_part2	es34	59.9
6	55.0	1.0	60.0	12	0	12	10	1	1	Calibration_part2	es34	59.9
7	51.1	1.0	50.0	36	20	36	30	1	1	Calibration_part2	es34	59.9
8	54.1	1.0	43.0	0	0	0	10	1	1	Calibration_part2	es34	59.9
9	57.0	1.0	59.0	48	20	48	30	1	1	Calibration_part2	es34	59.9
10	52.1	1.0	41.0	24	40	24	50	1	1	Calibration_part2	es34	59.9
11	55.0	1.0	39.0	24	0	24	10	1	1	Calibration_part2	es34	59.9
12	50.1	1.0	21.0	0	20	0	30	1	1	Calibration_part2	es34	59.9
13	50.1	1.0	22.0	36	40	36	50	1	1	Calibration_part2	es34	59.9
14	58.0	1.0	54.0	36	0	36	10	1	1	Calibration_part2	es34	59.9
15	57.0	1.0	65.0	12	20	12	30	1	1	Calibration_part2	es34	59.9
16	59.0	1.0	n/a	48	0	48	10	1	-99	Calibration_part2	es34	59.9
17	58.0	1.0	n/a	0	0	0	10	1	-99	Calibration_part2	es34	59.9
18	54.1	1.0	50.0	24	20	24	30	1	1	Calibration_part2	es34	59.9
19	59.0	1.0	50.0	0	20	0	30	1	1	Calibration_part2	es34	59.9
20	53.1	1.0	45.0	24	0	24	10	1	1	Calibration_part2	es34	59.9
