filename	acq_time
eeg/sub-es30_task-detection_run-01_eeg.vhdr	2022-10-06T14:29:38.094315Z
eeg/sub-es30_task-detection_run-02_eeg.vhdr	2022-10-06T15:53:25.117160Z
eeg/sub-es30_task-expsupp_run-01_eeg.vhdr	2022-10-06T14:44:12.617267Z
eeg/sub-es30_task-expsupp_run-02_eeg.vhdr	2022-10-06T14:51:35.230264Z
eeg/sub-es30_task-expsupp_run-03_eeg.vhdr	2022-10-06T14:59:57.687882Z
eeg/sub-es30_task-expsupp_run-04_eeg.vhdr	2022-10-06T15:09:34.357057Z
eeg/sub-es30_task-expsupp_run-05_eeg.vhdr	2022-10-06T15:19:48.805611Z
eeg/sub-es30_task-expsupp_run-06_eeg.vhdr	2022-10-06T15:26:50.643267Z
eeg/sub-es30_task-expsupp_run-07_eeg.vhdr	2022-10-06T15:37:09.126580Z
eeg/sub-es30_task-expsupp_run-08_eeg.vhdr	2022-10-06T15:45:42.927418Z
