Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	4.0	24	20	24	30	1	1	Calibration_part1	es30	n/a
2	42.0	1.0	0.0	0	0	0	10	1	1	Calibration_part1	es30	n/a
3	44.0	1.0	12.0	12	40	12	50	1	1	Calibration_part1	es30	n/a
4	46.0	1.0	35.0	36	0	36	10	1	1	Calibration_part1	es30	n/a
5	48.0	1.0	45.0	12	0	12	10	1	1	Calibration_part1	es30	n/a
6	50.0	1.0	50.0	36	20	36	30	1	1	Calibration_part1	es30	n/a
7	51.0	1.0	57.0	12	20	12	30	1	1	Calibration_part1	es30	n/a
8	52.0	1.0	64.0	48	20	48	30	1	1	Calibration_part1	es30	n/a
9	53.0	1.0	n/a	0	20	0	30	-99	0	Calibration_part1	es30	n/a
10	54.0	1.0	70.0	24	40	24	50	1	1	Calibration_part1	es30	n/a
11	55.0	1.0	70.0	48	40	48	50	1	1	Calibration_part1	es30	n/a
12	56.0	1.0	77.0	36	0	36	10	1	1	Calibration_part1	es30	n/a
13	57.0	1.0	78.0	12	0	12	10	1	1	Calibration_part1	es30	n/a
14	58.0	1.0	83.0	36	40	36	50	1	1	Calibration_part1	es30	n/a
15	59.0	1.0	88.0	12	40	12	50	1	1	Calibration_part1	es30	n/a
1	53.2	1.0	58.0	24	0	24	10	1	1	Calibration_part2	es30	52.5
2	51.3	1.0	58.0	48	0	48	10	1	1	Calibration_part2	es30	52.5
3	51.3	1.0	50.0	24	20	24	30	1	1	Calibration_part2	es30	52.5
4	54.1	1.0	66.0	48	40	48	50	1	1	Calibration_part2	es30	52.5
5	53.2	1.0	77.0	12	40	12	50	1	1	Calibration_part2	es30	52.5
6	55.1	1.0	61.0	12	0	12	10	1	1	Calibration_part2	es30	52.5
7	52.3	1.0	70.0	36	20	36	30	1	1	Calibration_part2	es30	52.5
8	56.0	1.0	n/a	0	0	0	10	-99	0	Calibration_part2	es30	52.5
9	58.8	1.0	85.0	48	20	48	30	1	1	Calibration_part2	es30	52.5
10	54.1	1.0	76.0	24	40	24	50	1	1	Calibration_part2	es30	52.5
11	57.9	1.0	69.0	24	0	24	10	1	1	Calibration_part2	es30	52.5
12	52.3	1.0	84.0	0	20	0	30	1	1	Calibration_part2	es30	52.5
13	56.0	1.0	83.0	36	40	36	50	1	1	Calibration_part2	es30	52.5
14	56.9	1.0	66.0	36	0	36	10	1	1	Calibration_part2	es30	52.5
15	55.1	1.0	89.0	12	20	12	30	1	1	Calibration_part2	es30	52.5
16	57.9	1.0	85.0	48	0	48	10	1	1	Calibration_part2	es30	52.5
17	58.8	1.0	n/a	0	0	0	10	-99	0	Calibration_part2	es30	52.5
18	50.4	1.0	56.0	24	20	24	30	1	1	Calibration_part2	es30	52.5
19	56.9	1.0	91.0	0	20	0	30	1	1	Calibration_part2	es30	52.5
20	50.4	1.0	50.0	24	0	24	10	1	1	Calibration_part2	es30	52.5
