Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	50	12	20	12	30	1	1	Calibration_part1	es35	n/a
1	40.0	1.0	8	12	20	12	30	1	1	Calibration_part1	es35	n/a
2	42.0	1.0	3	36	20	36	30	1	1	Calibration_part1	es35	n/a
3	44.0	1.0	2	0	40	0	50	1	1	Calibration_part1	es35	n/a
4	46.0	1.0	7	0	0	0	10	1	1	Calibration_part1	es35	n/a
5	48.0	1.0	12	24	20	24	30	1	1	Calibration_part1	es35	n/a
6	50.0	1.0	26	48	0	48	10	1	1	Calibration_part1	es35	n/a
7	51.0	1.0	48	36	40	36	50	1	1	Calibration_part1	es35	n/a
8	52.0	1.0	45	0	20	0	30	1	1	Calibration_part1	es35	n/a
9	53.0	1.0	48	48	40	48	50	1	1	Calibration_part1	es35	n/a
10	54.0	1.0	52	36	0	36	10	1	1	Calibration_part1	es35	n/a
11	55.0	1.0	52	12	0	12	10	1	1	Calibration_part1	es35	n/a
12	56.0	1.0	52	24	40	24	50	1	1	Calibration_part1	es35	n/a
13	57.0	1.0	60	48	20	48	30	1	1	Calibration_part1	es35	n/a
14	58.0	1.0	57	12	20	12	30	1	1	Calibration_part1	es35	n/a
15	59.0	1.0	55	36	20	36	30	1	1	Calibration_part1	es35	n/a
1	56.3	1.0	55	12	0	12	10	1	1	Calibration_part2	es35	69.3
2	57.2	1.0	50	36	20	36	30	1	1	Calibration_part2	es35	69.3
3	56.3	1.0	47	12	20	12	30	1	1	Calibration_part2	es35	69.3
4	55.4	1.0	53	36	0	36	10	1	1	Calibration_part2	es35	69.3
5	57.2	1.0	53	36	40	36	50	1	1	Calibration_part2	es35	69.3
6	59.0	1.0	54	12	40	12	50	1	1	Calibration_part2	es35	69.3
7	58.1	1.0	59	48	40	48	50	1	1	Calibration_part2	es35	69.3
8	55.0	1.0	53	0	0	0	10	1	1	Calibration_part2	es35	69.3
9	59.0	1.0	57	24	0	24	10	1	1	Calibration_part2	es35	69.3
10	55.9	1.0	51	24	40	24	50	1	1	Calibration_part2	es35	69.3
11	55.4	1.0	54	0	20	0	30	1	1	Calibration_part2	es35	69.3
12	55.0	1.0	54	24	20	24	30	1	1	Calibration_part2	es35	69.3
13	58.6	1.0	58	0	40	0	50	1	1	Calibration_part2	es35	69.3
14	58.1	1.0	53	48	20	48	30	1	1	Calibration_part2	es35	69.3
15	57.7	1.0	53	24	0	24	10	1	1	Calibration_part2	es35	69.3
16	58.6	1.0	54	24	40	24	50	1	1	Calibration_part2	es35	69.3
17	57.7	1.0	59	48	0	48	10	1	1	Calibration_part2	es35	69.3
18	56.8	1.0	55	24	20	24	30	1	1	Calibration_part2	es35	69.3
19	56.8	1.0	51	0	0	0	10	1	1	Calibration_part2	es35	69.3
20	55.9	1.0	54	48	40	48	50	1	1	Calibration_part2	es35	69.3
