Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	n/a	24	20	24	30	-99	0	Calibration_part1	es06	n/a
1	40.0	1.0	0.0	24	20	24	30	1	1	Calibration_part1	es06	n/a
2	42.0	1.0	0.0	0	0	0	10	1	1	Calibration_part1	es06	n/a
3	44.0	1.0	2.0	12	40	12	50	1	1	Calibration_part1	es06	n/a
4	46.0	1.0	1.0	36	0	36	10	1	1	Calibration_part1	es06	n/a
5	48.0	1.0	1.0	12	0	12	10	1	1	Calibration_part1	es06	n/a
6	50.0	1.0	12.0	36	20	36	30	1	1	Calibration_part1	es06	n/a
7	51.0	1.0	50.0	12	20	12	30	1	1	Calibration_part1	es06	n/a
8	52.0	1.0	50.0	48	20	48	30	1	1	Calibration_part1	es06	n/a
9	53.0	1.0	50.0	0	20	0	30	1	1	Calibration_part1	es06	n/a
10	54.0	1.0	50.0	24	40	24	50	1	1	Calibration_part1	es06	n/a
11	55.0	1.0	53.0	48	40	48	50	1	1	Calibration_part1	es06	n/a
12	56.0	1.0	54.0	36	0	36	10	1	1	Calibration_part1	es06	n/a
13	57.0	1.0	55.0	12	0	12	10	1	1	Calibration_part1	es06	n/a
14	58.0	1.0	61.0	36	40	36	50	1	1	Calibration_part1	es06	n/a
15	59.0	1.0	56.0	12	40	12	50	1	1	Calibration_part1	es06	n/a
1	56.3	1.0	50.0	48	20	48	30	1	1	Calibration_part2	es06	76.1
2	55.4	1.0	46.0	24	30	24	40	1	1	Calibration_part2	es06	76.1
3	58.6	1.0	50.0	0	30	0	40	1	1	Calibration_part2	es06	76.1
4	55.0	1.0	22.0	36	0	36	10	1	1	Calibration_part2	es06	76.1
5	57.2	1.0	50.0	36	40	36	50	1	1	Calibration_part2	es06	76.1
6	58.1	1.0	55.0	48	0	48	10	1	1	Calibration_part2	es06	76.1
7	58.6	1.0	55.0	12	0	12	10	1	1	Calibration_part2	es06	76.1
8	55.4	1.0	44.0	12	30	12	40	1	1	Calibration_part2	es06	76.1
9	56.8	1.0	50.0	36	20	36	30	1	1	Calibration_part2	es06	76.1
10	57.2	1.0	46.0	0	0	0	10	1	1	Calibration_part2	es06	76.1
11	57.7	1.0	10.0	0	20	0	30	1	1	Calibration_part2	es06	76.1
12	56.3	1.0	11.0	48	40	48	50	1	1	Calibration_part2	es06	76.1
13	57.7	1.0	50.0	24	20	24	30	1	1	Calibration_part2	es06	76.1
14	58.1	1.0	6.0	48	0	48	10	1	1	Calibration_part2	es06	76.1
15	56.8	1.0	50.0	24	0	24	10	1	1	Calibration_part2	es06	76.1
16	59.0	1.0	4.0	12	40	12	50	1	1	Calibration_part2	es06	76.1
17	55.0	1.0	1.0	0	10	0	20	1	1	Calibration_part2	es06	76.1
18	55.9	1.0	50.0	36	40	36	50	1	1	Calibration_part2	es06	76.1
19	55.9	1.0	50.0	0	0	0	10	1	1	Calibration_part2	es06	76.1
20	59.0	1.0	53.0	0	40	0	50	1	1	Calibration_part2	es06	76.1
