Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	14.0	36	0	36	10	1	1	Calibration_part1	es45	n/a
2	42.0	1.0	28.0	12	10	12	20	1	1	Calibration_part1	es45	n/a
3	44.0	1.0	25.0	48	40	48	50	1	1	Calibration_part1	es45	n/a
4	46.0	1.0	40.0	24	40	24	50	1	1	Calibration_part1	es45	n/a
5	48.0	1.0	39.0	48	10	48	20	1	1	Calibration_part1	es45	n/a
6	50.0	1.0	40.0	24	20	24	30	1	1	Calibration_part1	es45	n/a
7	51.0	1.0	41.0	48	30	48	40	1	1	Calibration_part1	es45	n/a
8	52.0	1.0	43.0	12	0	12	10	1	1	Calibration_part1	es45	n/a
9	53.0	1.0	45.0	12	30	12	40	1	1	Calibration_part1	es45	n/a
10	54.0	1.0	n/a	0	0	0	10	-99	0	Calibration_part1	es45	n/a
11	55.0	1.0	55.0	0	40	0	50	1	1	Calibration_part1	es45	n/a
12	56.0	1.0	66.0	36	10	36	20	1	1	Calibration_part1	es45	n/a
13	57.0	1.0	n/a	0	20	0	30	-99	0	Calibration_part1	es45	n/a
14	58.0	1.0	76.0	24	0	24	10	1	1	Calibration_part1	es45	n/a
15	59.0	1.0	85.0	36	30	36	40	1	1	Calibration_part1	es45	n/a
1	55.7	1.0	78.0	24	20	24	30	1	1	Calibration_part2	es45	59.2
2	58.2	1.0	85.0	0	40	0	50	1	1	Calibration_part2	es45	59.2
3	54.9	1.0	61.0	36	20	36	30	1	1	Calibration_part2	es45	59.2
4	54.1	1.0	64.0	0	20	0	30	1	1	Calibration_part2	es45	59.2
5	56.5	1.0	61.0	36	40	36	50	1	1	Calibration_part2	es45	59.2
6	58.2	1.0	63.0	24	0	24	10	1	1	Calibration_part2	es45	59.2
7	54.9	1.0	65.0	12	40	12	50	1	1	Calibration_part2	es45	59.2
8	56.5	1.0	67.0	48	0	48	10	1	1	Calibration_part2	es45	59.2
9	54.1	1.0	65.0	24	40	24	50	1	1	Calibration_part2	es45	59.2
10	52.4	1.0	41.0	48	20	48	30	1	1	Calibration_part2	es45	59.2
11	57.4	1.0	60.0	12	20	12	30	1	1	Calibration_part2	es45	59.2
12	55.7	1.0	71.0	48	40	48	50	1	1	Calibration_part2	es45	59.2
13	51.6	1.0	69.0	12	0	12	10	1	1	Calibration_part2	es45	59.2
14	59.0	1.0	75.0	0	40	0	50	1	1	Calibration_part2	es45	59.2
15	52.4	1.0	55.0	24	20	24	30	1	1	Calibration_part2	es45	59.2
16	57.4	1.0	0.0	0	0	0	10	-99	0	Calibration_part2	es45	59.2
17	53.2	1.0	33.0	36	0	36	10	1	1	Calibration_part2	es45	59.2
18	53.2	1.0	44.0	0	20	0	30	1	1	Calibration_part2	es45	59.2
19	59.0	1.0	50.0	24	40	24	50	1	1	Calibration_part2	es45	59.2
20	51.6	1.0	23.0	24	0	24	10	1	1	Calibration_part2	es45	59.2
