onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
25.736	0.125	1st/repetition/expected	121	51472	20	HIGH_B	1	9.1576	2.5703	H	88	79	70	1	1	0.125	57.8	es47	expsupp	1	24	24	20	30	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
35.862	0.125	1st/repetition/expected	121	71724	20	HIGH_B	1	9.1126	3.2276	H	88	79	70	1	1	0.125	57.8	es47	expsupp	2	0	0	40	50	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
45.262	0.125	1st/repetition/expected	121	90524	20	HIGH_B	1	8.3824	2.8207	H	88	79	70	1	1	0.125	57.8	es47	expsupp	3	36	36	20	30	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
55.685	0.125	1st/omission/unexpected	112	111370	20	HIGH_B	1	9.4052	3.9643	H	88	79	70	0	1	0.125	57.8	es47	expsupp	4	0	0	20	30	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
68.033	0.125	1st/repetition/expected	121	136066	20	HIGH_B	1	11.1011	5.5971	H	88	79	70	1	1	0.125	57.8	es47	expsupp	5	36	36	40	50	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
79.4005	0.125	1st/repetition/expected	121	158801	20	HIGH_B	1	10.3523	4.2053	H	88	79	70	1	1	0.125	57.8	es47	expsupp	6	24	24	0	10	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
90.299	0.125	1st/repetition/expected	121	180598	20	HIGH_B	1	9.8821	4.471	H	88	79	70	1	1	0.125	57.8	es47	expsupp	7	12	12	40	50	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
100.083	0.125	1st/omission/unexpected	112	200166	20	HIGH_B	1	8.7675	3.8219	H	88	79	70	0	1	0.125	57.8	es47	expsupp	8	48	48	0	10	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
112.16	0.125	1st/repetition/expected	121	224320	20	HIGH_B	1	10.8292	3.4406	H	88	79	70	1	1	0.125	57.8	es47	expsupp	9	24	24	40	50	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
121.727	0.125	1st/omission/unexpected	112	243454	20	HIGH_B	1	8.5499	3.5319	H	88	79	70	0	1	0.125	57.8	es47	expsupp	10	48	48	20	30	0	n/a	n/a	sub-es47_00_0010.txt	1	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
