Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	7	12	20	12	30	1	1	Calibration_part1	es28	n/a
2	42.0	1.0	20	36	20	36	30	1	1	Calibration_part1	es28	n/a
3	44.0	1.0	30	12	0	12	10	1	1	Calibration_part1	es28	n/a
4	46.0	1.0	47	36	0	36	10	1	1	Calibration_part1	es28	n/a
5	48.0	1.0	52	48	40	48	50	1	1	Calibration_part1	es28	n/a
6	50.0	1.0	57	12	40	12	50	1	1	Calibration_part1	es28	n/a
7	51.0	1.0	54	12	0	12	10	1	1	Calibration_part1	es28	n/a
8	52.0	1.0	65	36	20	36	30	1	1	Calibration_part1	es28	n/a
9	53.0	1.0	73	12	20	12	30	1	1	Calibration_part1	es28	n/a
10	54.0	1.0	72	48	20	48	30	1	1	Calibration_part1	es28	n/a
11	55.0	1.0	79	0	40	0	50	1	1	Calibration_part1	es28	n/a
12	56.0	1.0	82	36	0	36	10	1	1	Calibration_part1	es28	n/a
13	57.0	1.0	87	0	0	0	10	1	1	Calibration_part1	es28	n/a
14	58.0	1.0	92	12	40	12	50	1	1	Calibration_part1	es28	n/a
1	48.5	1.0	21	12	0	12	10	1	1	Calibration_part2	es28	55.1
2	55.6	1.0	62	36	20	36	30	1	1	Calibration_part2	es28	55.1
3	48.5	1.0	42	12	20	12	30	1	1	Calibration_part2	es28	55.1
4	50.5	1.0	53	36	0	36	10	1	1	Calibration_part2	es28	55.1
5	52.5	1.0	56	36	40	36	50	1	1	Calibration_part2	es28	55.1
6	49.5	1.0	50	12	40	12	50	1	1	Calibration_part2	es28	55.1
7	51.5	1.0	59	48	40	48	50	1	1	Calibration_part2	es28	55.1
8	54.6	1.0	59	0	0	0	10	1	1	Calibration_part2	es28	55.1
9	53.6	1.0	79	24	0	24	10	1	1	Calibration_part2	es28	55.1
10	57.6	1.0	77	24	40	24	50	1	1	Calibration_part2	es28	55.1
11	56.6	1.0	68	0	20	0	30	1	1	Calibration_part2	es28	55.1
12	53.6	1.0	56	24	20	24	30	1	1	Calibration_part2	es28	55.1
13	55.6	1.0	68	0	40	0	50	1	1	Calibration_part2	es28	55.1
14	57.6	1.0	67	48	20	48	30	1	1	Calibration_part2	es28	55.1
15	49.5	1.0	50	24	0	24	10	1	1	Calibration_part2	es28	55.1
16	52.5	1.0	56	24	40	24	50	1	1	Calibration_part2	es28	55.1
17	51.5	1.0	62	48	0	48	10	1	1	Calibration_part2	es28	55.1
18	56.6	1.0	69	24	20	24	30	1	1	Calibration_part2	es28	55.1
19	54.6	1.0	55	0	0	0	10	1	1	Calibration_part2	es28	55.1
20	50.5	1.0	56	48	40	48	50	1	1	Calibration_part2	es28	55.1
