onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
27.3655	0.125	1st/repetition/expected	121	54731	20.0	HIGH_C	1.0	10.9854	5.1895	F	79.0	75	67	1	1	0.125	53.0	es23	expsupp	1	36	36	20	30	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
37.921	0.125	1st/repetition/expected	121	75842	20.0	HIGH_C	1.0	9.5483	2.5988	F	79.0	75	67	1	1	0.125	53.0	es23	expsupp	2	0	0	40	50	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
49.2845	0.125	1st/repetition/expected	121	98569	20.0	HIGH_C	1.0	10.3453	4.0076	F	79.0	75	67	1	1	0.125	53.0	es23	expsupp	3	48	48	20	30	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
59.2445	0.125	1st/omission/unexpected	112	118489	20.0	HIGH_C	1.0	8.9454	2.6713	F	79.0	75	67	0	1	0.125	53.0	es23	expsupp	4	12	12	0	10	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
72.446	0.125	1st/repetition/expected	121	144892	20.0	HIGH_C	1.0	11.9545	2.6438	F	79.0	75	67	1	1	0.125	53.0	es23	expsupp	5	0	0	0	10	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
83.8165	0.125	1st/repetition/expected	121	167633	20.0	HIGH_C	1.0	10.3551	4.3878	F	79.0	75	67	1	1	0.125	53.0	es23	expsupp	6	24	24	30	40	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
93.6275	0.125	1st/repetition/expected	121	187255	20.0	HIGH_C	1.0	8.7963	2.7399	F	79.0	75	67	1	1	0.125	53.0	es23	expsupp	7	24	24	0	10	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
106.6025	0.125	1st/omission/unexpected	112	213205	20.0	HIGH_C	1.0	11.9607	3.3463	F	79.0	75	67	0	1	0.125	53.0	es23	expsupp	8	36	36	40	50	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	()	()	()	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
119.262	0.125	1st/repetition/expected	121	238524	20.0	HIGH_C	1.0	11.4124	3.847	F	79.0	75	67	1	1	0.125	53.0	es23	expsupp	9	36	36	0	10	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
129.653	0.125	1st/repetition/expected	121	259306	20.0	HIGH_C	1.0	9.3765	3.4703	F	79.0	75	67	1	1	0.125	53.0	es23	expsupp	10	48	48	40	50	0	n/a	n/a	sub-es23_00_0009d.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
