onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
26.8715	0.125	1st/repetition/expected	121	53743	20.0	HIGH_C	1.0	10.9854	5.1895	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	1	24	24	0	10	0	n/a	n/a	sub-es09_00_0009.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
37.4295	0.125	1st/repetition/expected	121	74859	20.0	HIGH_C	1.0	9.5483	2.5988	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	2	48	48	0	10	1	n/a	n/a	sub-es09_00_0009.txt	1.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
50.8445	0.125	1st/repetition/expected	121	101689	20.0	HIGH_C	1.0	10.3453	4.0076	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	3	24	24	20	30	0	n/a	n/a	sub-es09_00_0010.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
60.804	0.125	1st/omission/unexpected	112	121608	20.0	HIGH_C	1.0	8.9454	2.6713	D	77.0	54	52	0	1	0.125	59.0	es09	expsupp	4	48	48	40	50	0	n/a	n/a	sub-es09_00_0010.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
74.0055	0.125	1st/repetition/expected	121	148011	20.0	HIGH_C	1.0	11.9545	2.6438	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	5	12	12	40	50	1	n/a	n/a	sub-es09_00_0010.txt	1.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
87.402	0.125	1st/repetition/expected	121	174804	20.0	HIGH_C	1.0	10.3551	4.3878	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	6	12	12	0	10	0	n/a	n/a	sub-es09_00_0013.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
97.213	0.125	1st/repetition/expected	121	194426	20.0	HIGH_C	1.0	8.7963	2.7399	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	7	36	36	20	30	0	n/a	n/a	sub-es09_00_0013.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
110.1885	0.125	Abort	99	220377	20.0	HIGH_C	1.0	11.9607	3.3463	D	77.0	54	52	0	1	0.125	59.0	es09	expsupp	8	0	0	0	10	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
123.7705	0.125	1st/repetition/expected	121	247541	20.0	HIGH_C	1.0	11.4124	3.847	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	9	48	48	20	30	0	n/a	n/a	sub-es09_00_0014.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
134.1625	0.125	1st/repetition/expected	121	268325	20.0	HIGH_C	1.0	9.3765	3.4703	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	10	24	24	40	50	0	n/a	n/a	sub-es09_00_0014.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
145.805	0.125	1st/repetition/expected	121	291610	20.0	HIGH_C	1.0	10.6282	5.2233	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	11	24	24	0	10	0	n/a	n/a	sub-es09_00_0014.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
158.5515	0.125	1st/omission/unexpected	112	317103	20.0	HIGH_C	1.0	11.7322	4.4336	D	77.0	54	52	0	1	0.125	59.0	es09	expsupp	12	0	0	20	30	1	n/a	n/a	sub-es09_00_0015.txt	1.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
170.035	0.125	1st/repetition/expected	121	340070	20.0	HIGH_C	1.0	10.2363	2.9974	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	13	36	36	40	50	0	n/a	n/a	sub-es09_00_0016.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
181.5185	0.125	1st/repetition/expected	121	363037	20.0	HIGH_C	1.0	10.4684	2.2668	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	14	36	36	0	10	0	n/a	n/a	sub-es09_00_0016.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
192.409	0.125	1st/repetition/expected	121	384818	20.0	HIGH_C	1.0	9.876	2.0653	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	15	12	12	20	30	0	n/a	n/a	sub-es09_00_0016.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
205.3965	0.125	1st/omission/unexpected	112	410793	20.0	HIGH_C	1.0	11.9793	6.0785	D	77.0	54	52	0	1	0.125	59.0	es09	expsupp	16	48	48	0	10	1	n/a	n/a	sub-es09_00_0016.txt	1.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
218.3775	0.125	Abort	99	436755	20.0	HIGH_C	1.0	11.7339	4.7237	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	17	0	0	0	10	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
229.139	0.125	1st/repetition/expected	121	458278	20.0	HIGH_C	1.0	8.113	2.3413	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	18	24	24	20	30	0	n/a	n/a	sub-es09_00_0018.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
239.9465	0.125	1st/repetition/expected	121	479893	20.0	HIGH_C	1.0	9.7936	2.8815	D	77.0	54	52	1	1	0.125	59.0	es09	expsupp	19	0	0	20	30	1	n/a	n/a	sub-es09_00_0018.txt	1.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
