filename	acq_time
eeg/sub-es26_task-detection_run-01_eeg.vhdr	2022-09-28T11:00:35.309448Z
eeg/sub-es26_task-detection_run-02_eeg.vhdr	2022-09-28T12:19:02.479860Z
eeg/sub-es26_task-expsupp_run-01_eeg.vhdr	2022-09-28T11:12:03.764487Z
eeg/sub-es26_task-expsupp_run-02_eeg.vhdr	2022-09-28T11:21:47.010634Z
eeg/sub-es26_task-expsupp_run-03_eeg.vhdr	2022-09-28T11:28:43.851286Z
eeg/sub-es26_task-expsupp_run-04_eeg.vhdr	2022-09-28T11:38:23.245776Z
eeg/sub-es26_task-expsupp_run-05_eeg.vhdr	2022-09-28T11:46:36.202128Z
eeg/sub-es26_task-expsupp_run-06_eeg.vhdr	2022-09-28T11:55:12.191190Z
eeg/sub-es26_task-expsupp_run-07_eeg.vhdr	2022-09-28T12:01:54.946454Z
eeg/sub-es26_task-expsupp_run-08_eeg.vhdr	2022-09-28T12:10:54.706863Z
