onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
25.605	0.125	1st/repetition/unexpected	122	51210	20.0	LOW_B	1.0	9.9585	5.2333	A	28.0	74	61	1	1	0.125	59.0	es33	expsupp	1	48	48	20	30	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	()	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
37.929	0.125	1st/omission/expected	111	75858	20.0	LOW_B	1.0	11.3148	3.3384	A	28.0	74	61	0	1	0.125	59.0	es33	expsupp	2	24	24	30	40	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	1	MAN REJECT POST ICA	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)
48.712	0.125	1st/omission/expected	111	97424	20.0	LOW_B	1.0	9.5356	2.8622	A	28.0	74	61	0	1	0.125	59.0	es33	expsupp	3	0	0	30	40	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
58.1725	0.125	1st/omission/expected	111	116345	20.0	LOW_B	1.0	8.2125	2.0955	A	28.0	74	61	0	1	0.125	59.0	es33	expsupp	4	36	36	0	10	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
68.5835	0.125	1st/repetition/unexpected	122	137167	20.0	LOW_B	1.0	9.1647	2.5348	A	28.0	74	61	1	1	0.125	59.0	es33	expsupp	5	36	36	40	50	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	0	n/a	()	()	()	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
81.366	0.125	1st/omission/expected	111	162732	20.0	LOW_B	1.0	11.7671	6.2917	A	28.0	74	61	0	1	0.125	59.0	es33	expsupp	6	48	48	0	10	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
90.6675	0.125	1st/omission/expected	111	181335	20.0	LOW_B	1.0	8.0555	2.6117	A	28.0	74	61	0	1	0.125	59.0	es33	expsupp	7	12	12	0	10	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
102.5935	0.125	1st/omission/expected	111	205187	20.0	LOW_B	1.0	10.6783	5.509	A	28.0	74	61	0	1	0.125	59.0	es33	expsupp	8	12	12	30	40	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
115.748	0.125	1st/repetition/unexpected	122	231496	20.0	LOW_B	1.0	11.9068	2.1972	A	28.0	74	61	1	1	0.125	59.0	es33	expsupp	9	36	36	20	30	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
126.3255	0.125	1st/omission/expected	111	252651	20.0	LOW_B	1.0	9.5623	3.9925	A	28.0	74	61	0	1	0.125	59.0	es33	expsupp	10	0	0	0	10	0	n/a	n/a	sub-es33_00_0006.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
