Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	6.0	24	20	24	30	1	1	Calibration_part1	es08	n/a
2	42.0	1.0	0.0	0	40	0	50	1	1	Calibration_part1	es08	n/a
3	44.0	1.0	32.0	36	20	36	30	1	1	Calibration_part1	es08	n/a
4	46.0	1.0	44.0	0	20	0	30	1	1	Calibration_part1	es08	n/a
5	48.0	1.0	50.0	36	40	36	50	1	1	Calibration_part1	es08	n/a
6	50.0	1.0	55.0	24	0	24	10	1	1	Calibration_part1	es08	n/a
7	51.0	1.0	63.0	12	40	12	50	1	1	Calibration_part1	es08	n/a
8	52.0	1.0	75.0	48	0	48	10	1	1	Calibration_part1	es08	n/a
9	53.0	1.0	58.0	24	40	24	50	1	1	Calibration_part1	es08	n/a
10	54.0	1.0	81.0	48	20	48	30	1	1	Calibration_part1	es08	n/a
11	55.0	1.0	83.0	12	20	12	30	1	1	Calibration_part1	es08	n/a
12	56.0	1.0	89.0	48	40	48	50	1	1	Calibration_part1	es08	n/a
13	57.0	1.0	85.0	12	0	12	10	1	1	Calibration_part1	es08	n/a
14	58.0	1.0	79.0	0	40	0	50	1	1	Calibration_part1	es08	n/a
15	59.0	1.0	89.0	24	20	24	30	1	1	Calibration_part1	es08	n/a
1	49.0	1.0	8.0	24	0	24	10	1	1	Calibration_part2	es08	55.4
2	55.7	1.0	60.0	48	0	48	10	1	1	Calibration_part2	es08	55.4
3	52.8	1.0	50.0	24	20	24	30	1	1	Calibration_part2	es08	55.4
4	57.6	1.0	77.0	48	40	48	50	1	1	Calibration_part2	es08	55.4
5	53.8	1.0	55.0	12	40	12	50	1	1	Calibration_part2	es08	55.4
6	56.6	1.0	59.0	12	0	12	10	1	1	Calibration_part2	es08	55.4
7	49.0	1.0	40.0	36	20	36	30	1	1	Calibration_part2	es08	55.4
8	56.6	1.0	89.0	0	0	0	10	1	1	Calibration_part2	es08	55.4
9	57.6	1.0	83.0	48	20	48	30	1	1	Calibration_part2	es08	55.4
10	55.7	1.0	66.0	24	40	24	50	1	1	Calibration_part2	es08	55.4
11	51.9	1.0	56.0	24	0	24	10	1	1	Calibration_part2	es08	55.4
12	50.9	1.0	55.0	0	20	0	30	1	1	Calibration_part2	es08	55.4
13	51.9	1.0	43.0	36	40	36	50	1	1	Calibration_part2	es08	55.4
14	52.8	1.0	43.0	36	0	36	10	1	1	Calibration_part2	es08	55.4
15	50.0	1.0	38.0	12	20	12	30	1	1	Calibration_part2	es08	55.4
16	53.8	1.0	41.0	48	0	48	10	1	1	Calibration_part2	es08	55.4
17	50.9	1.0	41.0	0	0	0	10	1	1	Calibration_part2	es08	55.4
18	54.7	1.0	50.0	24	20	24	30	1	1	Calibration_part2	es08	55.4
19	54.7	1.0	72.0	0	20	0	30	1	1	Calibration_part2	es08	55.4
20	50.0	1.0	n/a	24	0	24	10	-99	0	Calibration_part2	es08	55.4
