onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
24.335	0.125	1st/omission/expected	111	48670	20.0	LOW_C	1.0	9.9703	3.0973	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	1	24	24	20	30	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
35.119	0.125	1st/omission/expected	111	70238	20.0	LOW_C	1.0	9.5606	4.1215	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	2	0	0	0	10	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
47.5125	0.125	1st/repetition/unexpected	122	95025	20.0	LOW_C	1.0	11.1459	3.6563	G	8.0	58	53	1	1	0.125	59.0	es35	expsupp	3	12	12	40	50	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
56.8125	0.125	1st/omission/expected	111	113625	20.0	LOW_C	1.0	8.2826	3.5816	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	4	36	36	0	10	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
67.138	0.125	1st/omission/expected	111	134276	20.0	LOW_C	1.0	9.0794	2.4404	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	5	12	12	0	10	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
78.5895	0.125	1st/omission/expected	111	157179	20.0	LOW_C	1.0	10.2039	2.5607	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	6	36	36	20	30	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
90.647	0.125	1st/repetition/unexpected	122	181294	20.0	LOW_C	1.0	10.8099	4.5991	G	8.0	58	53	1	1	0.125	59.0	es35	expsupp	7	12	12	20	30	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
101.6895	0.125	1st/omission/expected	111	203379	20.0	LOW_C	1.0	10.0248	4.8824	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	8	48	48	20	30	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
111.5915	0.125	1st/omission/expected	111	223183	20.0	LOW_C	1.0	8.6542	3.2871	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	9	0	0	20	30	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
122.731	0.125	1st/omission/expected	111	245462	20.0	LOW_C	1.0	9.8919	3.2148	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	10	24	24	40	50	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
133.298	0.125	1st/repetition/unexpected	122	266596	20.0	LOW_C	1.0	9.3196	2.2151	G	8.0	58	53	1	1	0.125	59.0	es35	expsupp	11	48	48	40	50	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
143.427	0.125	1st/omission/expected	111	286854	20.0	LOW_C	1.0	9.1132	2.9254	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	12	36	36	0	10	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
155.257	0.125	1st/omission/expected	111	310514	20.0	LOW_C	1.0	10.5828	2.3104	G	8.0	58	53	0	1	0.125	59.0	es35	expsupp	13	12	12	0	10	0	n/a	n/a	sub-es35_00_0004.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
