Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0.0	36	0	36	10	1	1	Calibration_part1	es31	n/a
2	42.0	1.0	0.0	12	20	12	30	1	1	Calibration_part1	es31	n/a
3	44.0	1.0	10.0	36	20	36	30	1	1	Calibration_part1	es31	n/a
4	46.0	1.0	18.0	0	20	0	30	1	1	Calibration_part1	es31	n/a
5	48.0	1.0	28.0	36	40	36	50	1	1	Calibration_part1	es31	n/a
6	50.0	1.0	59.0	12	40	12	50	1	1	Calibration_part1	es31	n/a
7	51.0	1.0	66.0	36	0	36	10	1	1	Calibration_part1	es31	n/a
8	52.0	1.0	n/a	0	40	0	50	1	-99	Calibration_part1	es31	n/a
9	53.0	1.0	75.0	12	0	12	10	1	1	Calibration_part1	es31	n/a
10	54.0	1.0	75.0	24	40	24	50	1	1	Calibration_part1	es31	n/a
11	55.0	1.0	77.0	48	20	48	30	1	1	Calibration_part1	es31	n/a
12	56.0	1.0	70.0	24	20	24	30	1	1	Calibration_part1	es31	n/a
13	57.0	1.0	n/a	0	20	0	30	-99	0	Calibration_part1	es31	n/a
14	58.0	1.0	74.0	24	0	24	10	1	1	Calibration_part1	es31	n/a
15	59.0	1.0	78.0	48	0	48	10	1	1	Calibration_part1	es31	n/a
1	50.8	1.0	0.0	24	20	24	30	-99	0	Calibration_part2	es31	-inf
2	58.9	1.0	n/a	0	0	0	10	-99	0	Calibration_part2	es31	-inf
3	58.9	1.0	n/a	12	40	12	50	-99	0	Calibration_part2	es31	-inf
1	53.5	1.0	23.0	24	20	24	30	1	1	Calibration_part2	es31	59.7
2	51.7	1.0	24.0	0	0	0	10	1	1	Calibration_part2	es31	59.7
3	58.9	1.0	71.0	12	40	12	50	1	1	Calibration_part2	es31	59.7
4	52.6	1.0	57.0	36	0	36	10	1	1	Calibration_part2	es31	59.7
5	50.8	1.0	21.0	12	0	12	10	1	1	Calibration_part2	es31	59.7
6	57.1	1.0	74.0	36	20	36	30	1	1	Calibration_part2	es31	59.7
7	56.2	1.0	15.0	12	20	12	30	1	1	Calibration_part2	es31	59.7
8	54.4	1.0	46.0	48	20	48	30	1	1	Calibration_part2	es31	59.7
9	53.5	1.0	17.0	0	20	0	30	1	1	Calibration_part2	es31	59.7
10	58.9	1.0	61.0	24	40	24	50	1	1	Calibration_part2	es31	59.7
11	51.7	1.0	32.0	48	40	48	50	1	1	Calibration_part2	es31	59.7
12	52.6	1.0	28.0	36	0	36	10	1	1	Calibration_part2	es31	59.7
13	56.2	1.0	25.0	12	0	12	10	1	1	Calibration_part2	es31	59.7
14	58.0	1.0	73.0	36	40	36	50	1	1	Calibration_part2	es31	59.7
15	54.4	1.0	10.0	12	40	12	50	1	1	Calibration_part2	es31	59.7
16	50.8	1.0	4.0	24	0	24	10	1	1	Calibration_part2	es31	59.7
17	58.0	1.0	73.0	0	40	0	50	1	1	Calibration_part2	es31	59.7
18	55.3	1.0	12.0	36	20	36	30	1	1	Calibration_part2	es31	59.7
19	55.3	1.0	0.0	12	20	12	30	1	1	Calibration_part2	es31	59.7
20	57.1	1.0	55.0	48	0	48	10	1	1	Calibration_part2	es31	59.7
