Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1	17	36	0	36	10	1	1	Calibration_part1	es47	n/a
2	42.0	1	24	12	10	12	20	1	1	Calibration_part1	es47	n/a
3	44.0	1	31	48	40	48	50	1	1	Calibration_part1	es47	n/a
4	46.0	1	37	24	40	24	50	1	1	Calibration_part1	es47	n/a
5	48.0	1	40	48	10	48	20	1	1	Calibration_part1	es47	n/a
6	50.0	1	49	24	20	24	30	1	1	Calibration_part1	es47	n/a
7	51.0	1	56	48	30	48	40	1	1	Calibration_part1	es47	n/a
8	52.0	1	53	12	0	12	10	1	1	Calibration_part1	es47	n/a
9	53.0	1	64	12	30	12	40	1	1	Calibration_part1	es47	n/a
10	54.0	1	69	0	0	0	10	1	1	Calibration_part1	es47	n/a
11	55.0	1	72	0	40	0	50	1	1	Calibration_part1	es47	n/a
12	56.0	1	78	36	10	36	20	1	1	Calibration_part1	es47	n/a
13	57.0	1	78	0	20	0	30	1	1	Calibration_part1	es47	n/a
14	58.0	1	76	24	0	24	10	1	1	Calibration_part1	es47	n/a
15	59.0	1	88	36	30	36	40	1	1	Calibration_part1	es47	n/a
1	59.0	1	75	36	20	36	30	1	1	Calibration_part2	es47	57.8
2	55.8	1	83	12	40	12	50	1	1	Calibration_part2	es47	57.8
3	52.7	1	45	12	0	12	10	1	1	Calibration_part2	es47	57.8
4	53.7	1	75	36	40	36	50	1	1	Calibration_part2	es47	57.8
5	53.7	1	63	36	0	36	10	1	1	Calibration_part2	es47	57.8
6	52.7	1	54	12	20	12	30	1	1	Calibration_part2	es47	57.8
7	59.0	1	53	48	20	48	30	1	1	Calibration_part2	es47	57.8
8	49.5	1	24	0	20	0	30	1	1	Calibration_part2	es47	57.8
9	50.6	1	36	48	0	48	10	1	1	Calibration_part2	es47	57.8
10	57.9	1	74	24	40	24	50	1	1	Calibration_part2	es47	57.8
11	57.9	1	54	12	0	12	10	1	1	Calibration_part2	es47	57.8
12	55.8	1	45	36	20	36	30	1	1	Calibration_part2	es47	57.8
13	54.8	1	47	12	40	12	50	1	1	Calibration_part2	es47	57.8
14	56.9	1	61	0	0	0	10	1	1	Calibration_part2	es47	57.8
15	51.6	1	21	36	40	36	50	1	1	Calibration_part2	es47	57.8
16	50.6	1	20	36	0	36	10	1	1	Calibration_part2	es47	57.8
17	51.6	1	39	48	40	48	50	1	1	Calibration_part2	es47	57.8
18	49.5	1	18	24	10	24	20	1	1	Calibration_part2	es47	57.8
19	56.9	1	41	48	0	48	10	1	1	Calibration_part2	es47	57.8
20	54.8	1	57	12	20	12	30	1	1	Calibration_part2	es47	57.8
