Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0	24	0	24	10	1	1	Calibration_part1	es20	n/a
2	42.0	1.0	0	48	0	48	10	1	1	Calibration_part1	es20	n/a
3	44.0	1.0	39	24	20	24	30	1	1	Calibration_part1	es20	n/a
4	46.0	1.0	50	48	40	48	50	1	1	Calibration_part1	es20	n/a
5	48.0	1.0	50	12	40	12	50	1	1	Calibration_part1	es20	n/a
6	50.0	1.0	60	12	0	12	10	1	1	Calibration_part1	es20	n/a
7	51.0	1.0	88	36	20	36	30	1	1	Calibration_part1	es20	n/a
8	52.0	1.0	87	0	0	0	10	1	1	Calibration_part1	es20	n/a
9	53.0	1.0	100	48	20	48	30	1	1	Calibration_part1	es20	n/a
1	53.0	1.0	74	24	0	24	10	1	1	Calibration_part1	es20	n/a
2	53.0	1.0	76	48	0	48	10	1	1	Calibration_part1	es20	n/a
3	53.0	1.0	70	24	20	24	30	1	1	Calibration_part1	es20	n/a
4	53.0	1.0	84	48	40	48	50	1	1	Calibration_part1	es20	n/a
5	53.0	1.0	67	12	40	12	50	1	1	Calibration_part1	es20	n/a
6	53.0	1.0	67	12	0	12	10	1	1	Calibration_part1	es20	n/a
7	53.0	1.0	78	36	20	36	30	1	1	Calibration_part1	es20	n/a
8	53.0	1.0	66	0	0	0	10	1	1	Calibration_part1	es20	n/a
9	53.0	1.0	86	48	20	48	30	1	1	Calibration_part1	es20	n/a
10	53.0	1.0	76	24	40	24	50	1	1	Calibration_part1	es20	n/a
1	49.3	1.0	64	36	0	36	10	1	1	Calibration_part2	es20	51.3
2	51.6	1.0	65	12	10	12	20	1	1	Calibration_part2	es20	51.3
3	51.6	1.0	68	48	40	48	50	1	1	Calibration_part2	es20	51.3
4	48.7	1.0	50	24	40	24	50	1	1	Calibration_part2	es20	51.3
5	47.6	1.0	50	48	10	48	20	1	1	Calibration_part2	es20	51.3
6	48.7	1.0	50	24	20	24	30	1	1	Calibration_part2	es20	51.3
7	50.5	1.0	69	48	30	48	40	1	1	Calibration_part2	es20	51.3
8	51.0	1.0	58	12	0	12	10	1	1	Calibration_part2	es20	51.3
9	49.9	1.0	71	12	30	12	40	1	1	Calibration_part2	es20	51.3
10	51.0	1.0	56	0	0	0	10	1	1	Calibration_part2	es20	51.3
11	52.2	1.0	91	0	40	0	50	1	1	Calibration_part2	es20	51.3
12	48.2	1.0	50	36	10	36	20	1	1	Calibration_part2	es20	51.3
13	52.2	1.0	58	0	20	0	30	1	1	Calibration_part2	es20	51.3
14	48.2	1.0	54	24	0	24	10	1	1	Calibration_part2	es20	51.3
15	47.0	1.0	50	36	30	36	40	1	1	Calibration_part2	es20	51.3
16	47.0	1.0	47	48	0	48	10	1	1	Calibration_part2	es20	51.3
17	50.5	1.0	50	24	40	24	50	1	1	Calibration_part2	es20	51.3
18	49.3	1.0	54	12	0	12	10	1	1	Calibration_part2	es20	51.3
19	49.9	1.0	50	12	40	12	50	1	1	Calibration_part2	es20	51.3
20	47.6	1.0	46	36	0	36	10	1	1	Calibration_part2	es20	51.3
