Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0.0	36	0	36	10	1	1	Calibration_part1	es44	n/a
2	42.0	1.0	0.0	12	20	12	30	1	1	Calibration_part1	es44	n/a
3	44.0	1.0	10.0	36	20	36	30	1	1	Calibration_part1	es44	n/a
4	46.0	1.0	28.0	0	20	0	30	1	1	Calibration_part1	es44	n/a
5	48.0	1.0	37.0	36	40	36	50	1	1	Calibration_part1	es44	n/a
6	50.0	1.0	47.0	12	40	12	50	1	1	Calibration_part1	es44	n/a
7	51.0	1.0	44.0	36	0	36	10	1	1	Calibration_part1	es44	n/a
8	52.0	1.0	50.0	0	40	0	50	1	1	Calibration_part1	es44	n/a
9	53.0	1.0	52.0	12	0	12	10	1	1	Calibration_part1	es44	n/a
10	54.0	1.0	58.0	24	40	24	50	1	1	Calibration_part1	es44	n/a
11	55.0	1.0	59.0	48	20	48	30	1	1	Calibration_part1	es44	n/a
12	56.0	1.0	64.0	24	20	24	30	1	1	Calibration_part1	es44	n/a
13	57.0	1.0	71.0	0	20	0	30	1	1	Calibration_part1	es44	n/a
14	58.0	1.0	73.0	24	0	24	10	1	1	Calibration_part1	es44	n/a
15	59.0	1.0	81.0	48	0	48	10	1	1	Calibration_part1	es44	n/a
1	55.2	1.0	n/a	36	20	36	30	-99	0	Calibration_part2	es44	n/a
2	53.0	1.0	n/a	12	40	12	50	-99	0	Calibration_part2	es44	n/a
1	57.5	1.0	42.0	36	20	36	30	1	1	Calibration_part2	es44	61.4
2	52.2	1.0	20.0	12	40	12	50	1	1	Calibration_part2	es44	61.4
3	54.5	1.0	21.0	12	0	12	10	1	1	Calibration_part2	es44	61.4
4	58.2	1.0	54.0	36	40	36	50	1	1	Calibration_part2	es44	61.4
5	58.2	1.0	59.0	36	0	36	10	1	1	Calibration_part2	es44	61.4
6	59.0	1.0	64.0	12	20	12	30	1	1	Calibration_part2	es44	61.4
7	53.7	1.0	37.0	48	20	48	30	1	1	Calibration_part2	es44	61.4
8	53.7	1.0	31.0	0	20	0	30	1	1	Calibration_part2	es44	61.4
9	56.0	1.0	48.0	48	0	48	10	1	1	Calibration_part2	es44	61.4
10	55.2	1.0	27.0	24	40	24	50	1	1	Calibration_part2	es44	61.4
11	59.0	1.0	58.0	12	0	12	10	1	1	Calibration_part2	es44	61.4
12	52.2	1.0	59.0	36	20	36	30	1	1	Calibration_part2	es44	61.4
13	56.0	1.0	41.0	12	40	12	50	1	1	Calibration_part2	es44	61.4
14	57.5	1.0	65.0	0	0	0	10	1	1	Calibration_part2	es44	61.4
15	56.7	1.0	40.0	36	40	36	50	1	1	Calibration_part2	es44	61.4
16	56.7	1.0	28.0	36	0	36	10	1	1	Calibration_part2	es44	61.4
17	53.0	1.0	48.0	48	40	48	50	1	1	Calibration_part2	es44	61.4
18	55.2	1.0	49.0	24	10	24	20	1	1	Calibration_part2	es44	61.4
19	53.0	1.0	16.0	48	0	48	10	1	1	Calibration_part2	es44	61.4
20	54.5	1.0	38.0	12	20	12	30	1	1	Calibration_part2	es44	61.4
