onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
24.335	0.125	1st/omission/expected	111	48670	20.0	LOW_D	1.0	8.1832	2.4609	A	7.0	55	65	0	1	0.125	59.0	es11	expsupp	1	48	48	20	30	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
34.8005	0.125	1st/omission/expected	111	69601	20.0	LOW_D	1.0	9.2217	2.6882	A	7.0	55	65	0	1	0.125	59.0	es11	expsupp	2	24	24	30	40	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
47.419	0.125	1st/omission/expected	111	94838	20.0	LOW_D	1.0	11.371	4.4048	A	7.0	55	65	0	1	0.125	59.0	es11	expsupp	3	0	0	30	40	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
59.169	0.125	1st/repetition/unexpected	122	118338	20.0	LOW_D	1.0	10.5037	2.8085	A	7.0	55	65	1	1	0.125	59.0	es11	expsupp	4	36	36	0	10	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
70.303	0.125	1st/omission/expected	111	140606	20.0	LOW_D	1.0	10.1196	3.3859	A	7.0	55	65	0	1	0.125	59.0	es11	expsupp	5	36	36	40	50	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
83.2145	0.125	1st/omission/expected	111	166429	20.0	LOW_D	1.0	11.6646	4.9128	A	7.0	55	65	0	1	0.125	59.0	es11	expsupp	6	48	48	0	10	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
94.449	0.125	1st/omission/expected	111	188898	20.0	LOW_D	1.0	9.9878	4.7136	A	7.0	55	65	0	1	0.125	59.0	es11	expsupp	7	12	12	0	10	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
105.5215	0.125	1st/repetition/unexpected	122	211043	20.0	LOW_D	1.0	9.825	2.6982	A	7.0	55	65	1	1	0.125	59.0	es11	expsupp	8	12	12	30	40	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
118.319	0.125	1st/omission/expected	111	236638	20.0	LOW_D	1.0	11.7878	3.0086	A	7.0	55	65	0	1	0.125	59.0	es11	expsupp	9	36	36	20	30	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
127.718	0.125	1st/omission/expected	111	255436	20.0	LOW_D	1.0	8.1518	2.5263	A	7.0	55	65	0	1	0.125	59.0	es11	expsupp	10	0	0	0	10	0	n/a	n/a	sub-es11_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
