Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0	36	0	36	10	1	1	Calibration_part1	es22	n/a
2	42.0	1.0	0	12	10	12	20	1	1	Calibration_part1	es22	n/a
3	44.0	1.0	0	48	40	48	50	1	1	Calibration_part1	es22	n/a
4	46.0	1.0	2	24	40	24	50	1	1	Calibration_part1	es22	n/a
5	48.0	1.0	45	48	10	48	20	1	1	Calibration_part1	es22	n/a
6	50.0	1.0	69	24	20	24	30	1	1	Calibration_part1	es22	n/a
7	51.0	1.0	73	48	30	48	40	1	1	Calibration_part1	es22	n/a
8	52.0	1.0	55	12	0	12	10	1	1	Calibration_part1	es22	n/a
9	53.0	1.0	68	12	30	12	40	1	1	Calibration_part1	es22	n/a
10	54.0	1.0	54	0	0	0	10	1	1	Calibration_part1	es22	n/a
11	55.0	1.0	70	0	40	0	50	1	1	Calibration_part1	es22	n/a
12	56.0	1.0	83	36	10	36	20	1	1	Calibration_part1	es22	n/a
13	57.0	1.0	69	0	20	0	30	1	1	Calibration_part1	es22	n/a
14	58.0	1.0	89	24	0	24	10	1	1	Calibration_part1	es22	n/a
1	53.2	1.0	56	24	20	24	30	1	1	Calibration_part2	es22	55.8
2	57.4	1.0	90	48	30	48	40	1	1	Calibration_part2	es22	55.8
3	52.4	1.0	74	24	40	24	50	1	1	Calibration_part2	es22	55.8
4	54.9	1.0	60	24	0	24	10	1	1	Calibration_part2	es22	55.8
5	56.5	1.0	62	0	20	0	30	1	1	Calibration_part2	es22	55.8
6	55.7	1.0	81	48	20	48	30	1	1	Calibration_part2	es22	55.8
7	50.7	1.0	44	24	20	24	30	1	1	Calibration_part2	es22	55.8
8	56.5	1.0	89	0	40	0	50	1	1	Calibration_part2	es22	55.8
9	54.9	1.0	64	24	40	24	50	1	1	Calibration_part2	es22	55.8
10	54.0	1.0	14	12	0	12	10	1	1	Calibration_part2	es22	55.8
11	57.4	1.0	88	36	0	36	10	1	1	Calibration_part2	es22	55.8
12	58.2	1.0	60	0	30	0	40	1	1	Calibration_part2	es22	55.8
13	51.5	1.0	51	36	20	36	30	1	1	Calibration_part2	es22	55.8
14	58.2	1.0	52	12	0	12	10	1	1	Calibration_part2	es22	55.8
15	50.7	1.0	52	12	20	12	30	1	1	Calibration_part2	es22	55.8
16	53.2	1.0	50	48	20	48	30	1	1	Calibration_part2	es22	55.8
17	54.0	1.0	47	0	0	0	10	1	1	Calibration_part2	es22	55.8
18	55.7	1.0	67	36	40	36	50	1	1	Calibration_part2	es22	55.8
19	51.5	1.0	57	36	0	36	10	1	1	Calibration_part2	es22	55.8
20	52.4	1.0	47	0	20	0	30	1	1	Calibration_part2	es22	55.8
