Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0	24	0	24	10	1	1	Calibration_part1	es41	n/a
2	42.0	1.0	11	48	0	48	10	1	1	Calibration_part1	es41	n/a
3	44.0	1.0	39	24	20	24	30	1	1	Calibration_part1	es41	n/a
4	46.0	1.0	20	48	40	48	50	1	1	Calibration_part1	es41	n/a
5	48.0	1.0	37	12	40	12	50	1	1	Calibration_part1	es41	n/a
6	50.0	1.0	41	12	0	12	10	1	1	Calibration_part1	es41	n/a
7	51.0	1.0	42	36	20	36	30	1	1	Calibration_part1	es41	n/a
8	52.0	1.0	39	0	0	0	10	1	1	Calibration_part1	es41	n/a
9	53.0	1.0	41	48	20	48	30	1	1	Calibration_part1	es41	n/a
10	54.0	1.0	52	24	40	24	50	1	1	Calibration_part1	es41	n/a
11	55.0	1.0	57	24	0	24	10	1	1	Calibration_part1	es41	n/a
12	56.0	1.0	60	0	20	0	30	1	1	Calibration_part1	es41	n/a
13	57.0	1.0	65	36	40	36	50	1	1	Calibration_part1	es41	n/a
14	58.0	1.0	50	36	0	36	10	1	1	Calibration_part1	es41	n/a
15	59.0	1.0	57	12	20	12	30	1	1	Calibration_part1	es41	n/a
1	56.9	1.0	50	12	20	12	30	1	1	Calibration_part2	es41	63.3
2	58.5	1.0	57	36	20	36	30	1	1	Calibration_part2	es41	63.3
3	54.3	1.0	54	12	0	12	10	1	1	Calibration_part2	es41	63.3
4	56.9	1.0	53	36	0	36	10	1	1	Calibration_part2	es41	63.3
5	55.9	1.0	62	48	40	48	50	1	1	Calibration_part2	es41	63.3
6	58.0	1.0	63	12	40	12	50	1	1	Calibration_part2	es41	63.3
7	59.0	1.0	56	12	0	12	10	1	1	Calibration_part2	es41	63.3
8	59.0	1.0	61	36	20	36	30	1	1	Calibration_part2	es41	63.3
9	57.4	1.0	57	12	20	12	30	1	1	Calibration_part2	es41	63.3
10	54.8	1.0	62	48	20	48	30	1	1	Calibration_part2	es41	63.3
11	58.5	1.0	67	0	40	0	50	1	1	Calibration_part2	es41	63.3
12	54.8	1.0	55	36	0	36	10	1	1	Calibration_part2	es41	63.3
13	55.9	1.0	62	0	0	0	10	1	1	Calibration_part2	es41	63.3
14	55.3	1.0	68	12	40	12	50	1	1	Calibration_part2	es41	63.3
15	55.3	1.0	67	36	40	36	50	1	1	Calibration_part2	es41	63.3
16	56.4	1.0	69	48	0	48	10	1	1	Calibration_part2	es41	63.3
17	56.4	1.0	59	24	0	24	10	1	1	Calibration_part2	es41	63.3
18	57.4	1.0	64	48	40	48	50	1	1	Calibration_part2	es41	63.3
19	58.0	1.0	76	24	40	24	50	1	1	Calibration_part2	es41	63.3
20	54.3	1.0	55	12	0	12	10	1	1	Calibration_part2	es41	63.3
