Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	n/a	48	20	48	30	-99	0	Calibration_part1	es07	n/a
1	40.0	1.0	3.0	48	20	48	30	1	1	Calibration_part1	es07	n/a
2	42.0	1.0	0.0	24	30	24	40	1	1	Calibration_part1	es07	n/a
3	44.0	1.0	7.0	0	30	0	40	1	1	Calibration_part1	es07	n/a
4	46.0	1.0	6.0	36	0	36	10	1	1	Calibration_part1	es07	n/a
5	48.0	1.0	15.0	36	40	36	50	1	1	Calibration_part1	es07	n/a
6	50.0	1.0	36.0	48	0	48	10	1	1	Calibration_part1	es07	n/a
7	51.0	1.0	50.0	12	0	12	10	1	1	Calibration_part1	es07	n/a
8	52.0	1.0	57.0	12	30	12	40	1	1	Calibration_part1	es07	n/a
9	53.0	1.0	89.0	36	20	36	30	1	1	Calibration_part1	es07	n/a
10	54.0	1.0	94.0	0	0	0	10	1	1	Calibration_part1	es07	n/a
1	51.5	1.0	50.0	24	20	24	30	1	1	Calibration_part2	es07	53.4
2	50.9	1.0	61.0	0	0	0	10	1	1	Calibration_part2	es07	53.4
3	54.2	1.0	73.0	12	40	12	50	1	1	Calibration_part2	es07	53.4
4	56.2	1.0	94.0	36	0	36	10	1	1	Calibration_part2	es07	53.4
5	52.9	1.0	74.0	12	0	12	10	1	1	Calibration_part2	es07	53.4
6	55.5	1.0	95.0	36	20	36	30	1	1	Calibration_part2	es07	53.4
7	52.9	1.0	57.0	12	20	12	30	1	1	Calibration_part2	es07	53.4
8	55.5	1.0	97.0	48	20	48	30	1	1	Calibration_part2	es07	53.4
9	53.5	1.0	91.0	0	20	0	30	1	1	Calibration_part2	es07	53.4
10	52.2	1.0	72.0	24	40	24	50	1	1	Calibration_part2	es07	53.4
11	50.9	1.0	62.0	48	40	48	50	1	1	Calibration_part2	es07	53.4
12	54.2	1.0	62.0	36	0	36	10	1	1	Calibration_part2	es07	53.4
13	50.2	1.0	23.0	12	0	12	10	1	1	Calibration_part2	es07	53.4
14	53.5	1.0	44.0	36	40	36	50	1	1	Calibration_part2	es07	53.4
15	54.9	1.0	56.0	12	40	12	50	1	1	Calibration_part2	es07	53.4
16	51.5	1.0	58.0	24	0	24	10	1	1	Calibration_part2	es07	53.4
17	54.9	1.0	77.0	0	40	0	50	1	1	Calibration_part2	es07	53.4
18	50.2	1.0	22.0	36	20	36	30	1	1	Calibration_part2	es07	53.4
19	56.2	1.0	82.0	12	20	12	30	1	1	Calibration_part2	es07	53.4
20	52.2	1.0	11.0	48	0	48	10	1	1	Calibration_part2	es07	53.4
