onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
25.0515	0.125	1st/repetition/expected	121	50103	20.0	HIGH_B	1.0	9.1576	2.5703	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	1	24	24	20	30	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
35.1745	0.125	1st/repetition/expected	121	70349	20.0	HIGH_B	1.0	9.1126	3.2276	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	2	48	48	30	40	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
44.571	0.125	1st/repetition/expected	121	89142	20.0	HIGH_B	1.0	8.3824	2.8207	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	3	24	24	40	50	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
54.9895	0.125	1st/omission/unexpected	112	109979	20.0	HIGH_B	1.0	9.4052	3.9643	C	100.0	26	70	0	1	0.125	53.0	es01	expsupp	4	24	24	0	10	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
67.3365	0.125	1st/repetition/expected	121	134673	20.0	HIGH_B	1.0	11.1011	5.5971	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	5	0	0	20	30	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
78.703	0.125	1st/repetition/expected	121	157406	20.0	HIGH_B	1.0	10.3523	4.2053	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	6	48	48	20	30	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
89.594	0.125	1st/repetition/expected	121	179188	20.0	HIGH_B	1.0	9.8821	4.471	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	7	24	24	20	30	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
99.373	0.125	1st/omission/unexpected	112	198746	20.0	HIGH_B	1.0	8.7675	3.8219	C	100.0	26	70	0	1	0.125	53.0	es01	expsupp	8	0	0	40	50	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
111.449	0.125	1st/repetition/expected	121	222898	20.0	HIGH_B	1.0	10.8292	3.4406	C	100.0	26	70	1	1	0.125	53.0	es01	expsupp	9	24	24	40	50	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
121.0125	0.125	1st/omission/unexpected	112	242025	20.0	HIGH_B	1.0	8.5499	3.5319	C	100.0	26	70	0	1	0.125	53.0	es01	expsupp	10	12	12	0	10	0	n/a	n/a	es01_0012.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
