Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	50.0	12	20	12	30	1	1	Calibration_part1	es17	n/a
2	42.0	1.0	11.0	36	20	36	30	1	1	Calibration_part1	es17	n/a
3	44.0	1.0	20.0	12	0	12	10	1	1	Calibration_part1	es17	n/a
4	46.0	1.0	41.0	36	0	36	10	1	1	Calibration_part1	es17	n/a
5	48.0	1.0	43.0	48	40	48	50	1	1	Calibration_part1	es17	n/a
6	50.0	1.0	50.0	12	40	12	50	1	1	Calibration_part1	es17	n/a
7	51.0	1.0	53.0	12	0	12	10	1	1	Calibration_part1	es17	n/a
8	52.0	1.0	61.0	36	20	36	30	1	1	Calibration_part1	es17	n/a
9	53.0	1.0	61.0	12	20	12	30	1	1	Calibration_part1	es17	n/a
10	54.0	1.0	68.0	48	20	48	30	1	1	Calibration_part1	es17	n/a
11	55.0	1.0	n/a	0	40	0	50	-99	0	Calibration_part1	es17	n/a
12	56.0	1.0	69.0	36	0	36	10	1	1	Calibration_part1	es17	n/a
13	57.0	1.0	76.0	0	0	0	10	1	1	Calibration_part1	es17	n/a
14	58.0	1.0	86.0	12	40	12	50	1	1	Calibration_part1	es17	n/a
15	59.0	1.0	92.0	36	40	36	50	1	1	Calibration_part1	es17	n/a
1	56.8	1.0	58.0	48	20	48	30	1	1	Calibration_part2	es17	60.4
2	57.9	1.0	62.0	24	30	24	40	1	1	Calibration_part2	es17	60.4
3	56.8	1.0	63.0	0	30	0	40	1	1	Calibration_part2	es17	60.4
4	49.0	1.0	44.0	36	0	36	10	1	1	Calibration_part2	es17	60.4
5	55.7	1.0	50.0	36	40	36	50	1	1	Calibration_part2	es17	60.4
6	57.9	1.0	56.0	48	0	48	10	1	1	Calibration_part2	es17	60.4
7	50.1	1.0	44.0	12	0	12	10	1	1	Calibration_part2	es17	60.4
8	53.4	1.0	50.0	12	30	12	40	1	1	Calibration_part2	es17	60.4
9	55.7	1.0	52.0	36	20	36	30	1	1	Calibration_part2	es17	60.4
10	54.6	1.0	52.0	0	0	0	10	1	1	Calibration_part2	es17	60.4
11	51.2	1.0	50.0	0	20	0	30	1	1	Calibration_part2	es17	60.4
12	54.6	1.0	56.0	48	40	48	50	1	1	Calibration_part2	es17	60.4
13	52.3	1.0	62.0	24	20	24	30	1	1	Calibration_part2	es17	60.4
14	49.0	1.0	43.0	48	0	48	10	1	1	Calibration_part2	es17	60.4
15	53.4	1.0	63.0	24	0	24	10	1	1	Calibration_part2	es17	60.4
16	59.0	1.0	67.0	12	40	12	50	1	1	Calibration_part2	es17	60.4
17	50.1	1.0	50.0	0	10	0	20	1	1	Calibration_part2	es17	60.4
18	52.3	1.0	44.0	36	40	36	50	1	1	Calibration_part2	es17	60.4
19	59.0	1.0	63.0	0	0	0	10	1	1	Calibration_part2	es17	60.4
20	51.2	1.0	53.0	0	40	0	50	1	1	Calibration_part2	es17	60.4
