Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	3	36	20	36	30	1	1	Calibration_part1	es13	n/a
2	42.0	1.0	4	12	40	12	50	1	1	Calibration_part1	es13	n/a
3	44.0	1.0	5	12	0	12	10	1	1	Calibration_part1	es13	n/a
4	46.0	1.0	30	36	40	36	50	1	1	Calibration_part1	es13	n/a
5	48.0	1.0	33	36	0	36	10	1	1	Calibration_part1	es13	n/a
6	50.0	1.0	35	12	20	12	30	1	1	Calibration_part1	es13	n/a
7	51.0	1.0	34	48	20	48	30	1	1	Calibration_part1	es13	n/a
8	52.0	1.0	42	0	20	0	30	1	1	Calibration_part1	es13	n/a
9	53.0	1.0	35	48	0	48	10	1	1	Calibration_part1	es13	n/a
10	54.0	1.0	48	24	40	24	50	1	1	Calibration_part1	es13	n/a
11	55.0	1.0	50	12	0	12	10	1	1	Calibration_part1	es13	n/a
12	56.0	1.0	53	36	20	36	30	1	1	Calibration_part1	es13	n/a
13	57.0	1.0	54	12	40	12	50	1	1	Calibration_part1	es13	n/a
14	58.0	1.0	50	0	0	0	10	1	1	Calibration_part1	es13	n/a
15	59.0	1.0	58	36	40	36	50	1	1	Calibration_part1	es13	n/a
1	55.4	1.0	42	12	20	12	30	1	1	Calibration_part2	es13	63.4
2	56.3	1.0	50	36	20	36	30	1	1	Calibration_part2	es13	63.4
3	58.1	1.0	54	12	0	12	10	1	1	Calibration_part2	es13	63.4
4	57.7	1.0	50	36	0	36	10	1	1	Calibration_part2	es13	63.4
5	55.9	1.0	40	48	40	48	50	1	1	Calibration_part2	es13	63.4
6	56.8	1.0	55	12	40	12	50	1	1	Calibration_part2	es13	63.4
7	56.3	1.0	16	12	0	12	10	1	1	Calibration_part2	es13	63.4
8	58.1	1.0	53	36	20	36	30	1	1	Calibration_part2	es13	63.4
9	58.6	1.0	47	12	20	12	30	1	1	Calibration_part2	es13	63.4
10	56.8	1.0	59	48	20	48	30	1	1	Calibration_part2	es13	63.4
11	59.0	1.0	50	0	40	0	50	1	1	Calibration_part2	es13	63.4
12	57.2	1.0	21	36	0	36	10	1	1	Calibration_part2	es13	63.4
13	57.2	1.0	18	0	0	0	10	1	1	Calibration_part2	es13	63.4
14	59.0	1.0	43	12	40	12	50	1	1	Calibration_part2	es13	63.4
15	58.6	1.0	59	36	40	36	50	1	1	Calibration_part2	es13	63.4
16	55.0	1.0	40	48	0	48	10	1	1	Calibration_part2	es13	63.4
17	55.0	1.0	26	24	0	24	10	1	1	Calibration_part2	es13	63.4
18	57.7	1.0	29	48	40	48	50	1	1	Calibration_part2	es13	63.4
19	55.4	1.0	50	24	40	24	50	1	1	Calibration_part2	es13	63.4
20	55.9	1.0	19	12	0	12	10	1	1	Calibration_part2	es13	63.4
