onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
24.708	0.125	Abort	99	49416	20.0	LOW_C	1.0	9.9703	3.0973	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	1	36	36	0	10	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
37.244	0.125	1st/omission/expected	111	74488	20.0	LOW_C	1.0	9.5606	4.1215	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	2	12	12	10	20	0	n/a	n/a	sub-es25_00_0014.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
49.637	0.125	1st/repetition/unexpected	122	99274	20.0	LOW_C	1.0	11.1459	3.6563	B	18.0	53	61	1	1	0.125	59.0	es25	expsupp	3	48	48	40	50	0	n/a	n/a	sub-es25_00_0014.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
58.9355	0.125	1st/omission/expected	111	117871	20.0	LOW_C	1.0	8.2826	3.5816	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	4	24	24	40	50	0	n/a	n/a	sub-es25_00_0014.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
69.262	0.125	Abort	99	138524	20.0	LOW_C	1.0	9.0794	2.4404	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	5	48	48	10	20	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
82.5245	0.125	1st/omission/expected	111	165049	20.0	LOW_C	1.0	10.2039	2.5607	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	6	24	24	20	30	0	n/a	n/a	sub-es25_00_0015.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
94.582	0.125	1st/repetition/unexpected	122	189164	20.0	LOW_C	1.0	10.8099	4.5991	B	18.0	53	61	1	1	0.125	59.0	es25	expsupp	7	48	48	30	40	0	n/a	n/a	sub-es25_00_0016.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
105.622	0.125	1st/omission/expected	111	211244	20.0	LOW_C	1.0	10.0248	4.8824	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	8	12	12	0	10	0	n/a	n/a	sub-es25_00_0017.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
115.517	0.125	1st/omission/expected	111	231034	20.0	LOW_C	1.0	8.6542	3.2871	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	9	12	12	30	40	0	n/a	n/a	sub-es25_00_0017.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
126.655	0.125	1st/omission/expected	111	253310	20.0	LOW_C	1.0	9.8919	3.2148	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	10	0	0	0	10	0	n/a	n/a	sub-es25_00_0017.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
137.2215	0.125	1st/repetition/unexpected	122	274443	20.0	LOW_C	1.0	9.3196	2.2151	B	18.0	53	61	1	1	0.125	59.0	es25	expsupp	11	0	0	40	50	0	n/a	n/a	sub-es25_00_0017.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
147.351	0.125	Abort	99	294702	20.0	LOW_C	1.0	9.1132	2.9254	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	12	36	36	10	20	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
161.2045	0.125	1st/omission/expected	111	322409	20.0	LOW_C	1.0	10.5828	2.3104	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	13	0	0	20	30	0	n/a	n/a	sub-es25_00_0018.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
172.261	0.125	Abort	99	344522	20.0	LOW_C	1.0	9.8095	4.5691	B	18.0	53	61	1	1	0.125	59.0	es25	expsupp	14	24	24	0	10	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
183.6925	0.125	Abort	99	367385	20.0	LOW_C	1.0	8.863	3.2631	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	15	36	36	30	40	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
197.308	0.125	Abort	99	394616	20.0	LOW_C	1.0	10.6316	2.5925	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	16	48	48	0	10	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
207.5085	0.125	1st/omission/expected	111	415017	20.0	LOW_C	1.0	8.5182	2.8955	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	17	24	24	40	50	0	n/a	n/a	sub-es25_00_0021.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
220.132	0.125	1st/repetition/unexpected	122	440264	20.0	LOW_C	1.0	11.3757	5.8414	B	18.0	53	61	1	1	0.125	59.0	es25	expsupp	18	12	12	0	10	0	n/a	n/a	sub-es25_00_0021.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
229.493	0.125	1st/omission/expected	111	458986	20.0	LOW_C	1.0	8.3468	3.0802	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	19	12	12	40	50	0	n/a	n/a	sub-es25_00_0021.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
238.8285	0.125	Abort	99	477657	20.0	LOW_C	1.0	8.0896	3.0669	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	20	36	36	0	10	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
250.338	0.125	1st/omission/expected	111	500676	20.0	LOW_C	1.0	8.3349	3.803	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	21	12	12	20	30	0	n/a	n/a	sub-es25_00_0022.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
263.1525	0.125	1st/repetition/unexpected	122	526305	20.0	LOW_C	1.0	11.566	3.4019	B	18.0	53	61	1	1	0.125	59.0	es25	expsupp	22	0	0	0	10	0	n/a	n/a	sub-es25_00_0022.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
275.342	0.125	Abort	99	550684	20.0	LOW_C	1.0	11.174	3.5703	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	23	48	48	0	10	-99	n/a	n/a	n/a	-99.0	1	0	1	LASER ABORT	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)	('LASER ABORT',)
287.352	0.125	1st/omission/expected	111	574704	20.0	LOW_C	1.0	8.334	2.5413	B	18.0	53	61	0	1	0.125	59.0	es25	expsupp	24	0	0	40	50	0	n/a	n/a	sub-es25_00_0023.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
27.3345	0.125	1st/repetition/expected	121	54669	20.0	HIGH_C	1.0	10.9854	5.1895	F	75.0	53	64	1	2	0.125	59.0	es25	expsupp	1	36	36	20	30	0	n/a	n/a	sub-es25_00_0024.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
