Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0	24	20	24	30	1	1	Calibration_part1	es21	n/a
2	42.0	1.0	0	0	0	0	10	1	1	Calibration_part1	es21	n/a
3	44.0	1.0	21	12	40	12	50	1	1	Calibration_part1	es21	n/a
4	46.0	1.0	37	36	0	36	10	1	1	Calibration_part1	es21	n/a
5	48.0	1.0	53	12	0	12	10	1	1	Calibration_part1	es21	n/a
6	50.0	1.0	70	36	20	36	30	1	1	Calibration_part1	es21	n/a
7	51.0	1.0	95	12	20	12	30	1	1	Calibration_part1	es21	n/a
1	53.0	1.0	57	24	20	24	30	1	1	Calibration_part1	es21	n/a
2	53.0	1.0	60	0	0	0	10	1	1	Calibration_part1	es21	n/a
3	53.0	1.0	63	12	40	12	50	1	1	Calibration_part1	es21	n/a
4	53.0	1.0	71	36	0	36	10	1	1	Calibration_part1	es21	n/a
5	53.0	1.0	62	12	0	12	10	1	1	Calibration_part1	es21	n/a
6	53.0	1.0	68	36	20	36	30	1	1	Calibration_part1	es21	n/a
7	53.0	1.0	68	12	20	12	30	1	1	Calibration_part1	es21	n/a
8	53.0	1.0	50	48	20	48	30	1	1	Calibration_part1	es21	n/a
9	53.0	1.0	54	0	20	0	30	1	1	Calibration_part1	es21	n/a
10	53.0	1.0	53	24	40	24	50	1	1	Calibration_part1	es21	n/a
1	49.7	1.0	47	24	0	24	10	1	1	Calibration_part2	es21	51.6
2	47.6	1.0	55	48	0	48	10	1	1	Calibration_part2	es21	51.6
3	48.7	1.0	55	24	20	24	30	1	1	Calibration_part2	es21	51.6
4	48.7	1.0	44	48	40	48	50	1	1	Calibration_part2	es21	51.6
5	51.8	1.0	63	12	40	12	50	1	1	Calibration_part2	es21	51.6
6	51.8	1.0	75	12	0	12	10	1	1	Calibration_part2	es21	51.6
7	50.2	1.0	63	36	20	36	30	1	1	Calibration_part2	es21	51.6
8	50.8	1.0	84	0	0	0	10	1	1	Calibration_part2	es21	51.6
9	51.3	1.0	45	48	20	48	30	1	1	Calibration_part2	es21	51.6
10	48.1	1.0	45	24	40	24	50	1	1	Calibration_part2	es21	51.6
11	47.6	1.0	21	24	0	24	10	1	1	Calibration_part2	es21	51.6
12	51.3	1.0	68	0	20	0	30	1	1	Calibration_part2	es21	51.6
13	50.2	1.0	47	36	40	36	50	1	1	Calibration_part2	es21	51.6
14	49.7	1.0	48	36	0	36	10	1	1	Calibration_part2	es21	51.6
15	49.2	1.0	50	12	20	12	30	1	1	Calibration_part2	es21	51.6
16	47.1	1.0	13	48	0	48	10	1	1	Calibration_part2	es21	51.6
17	47.1	1.0	57	0	0	0	10	1	1	Calibration_part2	es21	51.6
18	50.8	1.0	57	24	20	24	30	1	1	Calibration_part2	es21	51.6
19	48.1	1.0	52	0	20	0	30	1	1	Calibration_part2	es21	51.6
20	49.2	1.0	28	24	0	24	10	1	1	Calibration_part2	es21	51.6
