onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
23.6965	0.125	1st/omission/expected	111	47393	20.0	LOW_A	1.0	8.5165	3.8073	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	1	24	24	20	30	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
35.006	0.125	1st/omission/expected	111	70012	20.0	LOW_A	1.0	10.0663	4.269	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	2	0	0	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
48.2005	0.125	1st/omission/expected	111	96401	20.0	LOW_A	1.0	11.9481	3.4198	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	3	12	12	40	50	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
61.4135	0.125	1st/repetition/unexpected	122	122827	20.0	LOW_A	1.0	11.9665	4.2829	G	24.0	59	63	1	1	0.125	59.0	es44	expsupp	4	36	36	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
71.0595	0.125	1st/omission/expected	111	142119	20.0	LOW_A	1.0	8.6311	3.5714	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	5	12	12	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
81.966	0.125	1st/omission/expected	111	163932	20.0	LOW_A	1.0	9.659	4.8854	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	6	36	36	20	30	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
93.959	0.125	1st/omission/expected	111	187918	20.0	LOW_A	1.0	10.746	3.4485	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	7	12	12	20	30	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
104.632	0.125	1st/repetition/unexpected	122	209264	20.0	LOW_A	1.0	9.4265	3.6357	G	24.0	59	63	1	1	0.125	59.0	es44	expsupp	8	48	48	20	30	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	()	()	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
116.2745	0.125	1st/omission/expected	111	232549	20.0	LOW_A	1.0	10.6274	3.7762	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	9	0	0	20	30	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
126.2075	0.125	1st/repetition/unexpected	122	252415	20.0	LOW_A	1.0	8.6861	3.7236	G	24.0	59	63	1	1	0.125	59.0	es44	expsupp	10	24	24	40	50	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	()	()	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
137.162	0.125	1st/omission/expected	111	274324	20.0	LOW_A	1.0	9.9397	3.2123	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	11	48	48	40	50	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
147.429	0.125	1st/omission/expected	111	294858	20.0	LOW_A	1.0	9.0202	3.2268	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	12	36	36	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
160.107	0.125	1st/omission/expected	111	320214	20.0	LOW_A	1.0	11.4302	2.5856	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	13	12	12	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	1	MAN REJECT POST ICA	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)
169.585	0.125	1st/repetition/unexpected	122	339170	20.0	LOW_A	1.0	8.2318	2.6352	G	24.0	59	63	1	1	0.125	59.0	es44	expsupp	14	36	36	40	50	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
181.3845	0.125	1st/omission/expected	111	362769	20.0	LOW_A	1.0	10.7855	4.6038	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	15	12	12	40	50	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
193.675	0.125	1st/omission/expected	111	387350	20.0	LOW_A	1.0	11.0438	6.3817	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	16	24	24	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
203.449	0.125	1st/omission/expected	111	406898	20.0	LOW_A	1.0	8.5271	2.4484	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	17	0	0	40	50	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
213.3185	0.125	1st/repetition/unexpected	122	426637	20.0	LOW_A	1.0	8.6223	3.9792	G	24.0	59	63	1	1	0.125	59.0	es44	expsupp	18	36	36	20	30	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
225.6035	0.125	1st/omission/expected	111	451207	20.0	LOW_A	1.0	11.2705	4.5944	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	19	12	12	20	30	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
238.4335	0.125	1st/omission/expected	111	476867	20.0	LOW_A	1.0	11.583	4.3063	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	20	48	48	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
251.608	0.125	1st/repetition/unexpected	122	503216	20.0	LOW_A	1.0	11.9278	3.4325	G	24.0	59	63	1	1	0.125	59.0	es44	expsupp	21	12	12	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
263.601	0.125	1st/omission/expected	111	527202	20.0	LOW_A	1.0	10.9742	2.3048	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	22	0	0	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
275.9355	0.125	1st/omission/expected	111	551871	20.0	LOW_A	1.0	11.0882	2.0149	G	24.0	59	63	0	1	0.125	59.0	es44	expsupp	23	36	36	0	10	0	n/a	n/a	sub-es44_00_0007.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
