onset	duration	trial_type	value	sample	Baseline_temp	Cond_Block	ISI	ITI_pre	Mov_start	Pos_Block	RatingExp	RatingS1	RatingS2	Rep	Run	Stim_dur	Stim_temp	Subject	Task	Trial	X1	X2	Y1	Y2	aborted	decision	decisionRT	file	Lasershot	StimNr	invalid_trials	dropped	drop reason	drop_log_blocks12	drop_log_blocks14	drop_log_blocks16	drop_log_blocks18	drop_log_blocks34	drop_log_blocks36	drop_log_blocks38	drop_log_blocks56	drop_log_blocks58	drop_log_blocks78
23.699	0.125	1st/omission/expected	111	47398	20.0	LOW_A	1.0	8.5165	3.8073	B	15.0	45	59	0	1	0.125	57.3	es12	expsupp	1	36	36	0	10	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
35.008	0.125	1st/omission/expected	111	70016	20.0	LOW_A	1.0	10.0663	4.269	B	15.0	45	59	0	1	0.125	57.3	es12	expsupp	2	12	12	10	20	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
48.203	0.125	1st/omission/expected	111	96406	20.0	LOW_A	1.0	11.9481	3.4198	B	15.0	45	59	0	1	0.125	57.3	es12	expsupp	3	48	48	40	50	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	0	n/a	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('EQUALIZED_COUNT',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
61.4165	0.125	1st/repetition/unexpected	122	122833	20.0	LOW_A	1.0	11.9665	4.2829	B	15.0	45	59	1	1	0.125	57.3	es12	expsupp	4	24	24	40	50	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
71.0625	0.125	1st/omission/expected	111	142125	20.0	LOW_A	1.0	8.6311	3.5714	B	15.0	45	59	0	1	0.125	57.3	es12	expsupp	5	48	48	10	20	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
81.9695	0.125	1st/omission/expected	111	163939	20.0	LOW_A	1.0	9.659	4.8854	B	15.0	45	59	0	1	0.125	57.3	es12	expsupp	6	24	24	20	30	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	1	MAN REJECT POST ICA	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)	('MAN REJECT POST ICA',)
93.963	0.125	1st/omission/expected	111	187926	20.0	LOW_A	1.0	10.746	3.4485	B	15.0	45	59	0	1	0.125	57.3	es12	expsupp	7	48	48	30	40	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
104.6365	0.125	1st/repetition/unexpected	122	209273	20.0	LOW_A	1.0	9.4265	3.6357	B	15.0	45	59	1	1	0.125	57.3	es12	expsupp	8	12	12	0	10	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
116.279	0.125	1st/omission/expected	111	232558	20.0	LOW_A	1.0	10.6274	3.7762	B	15.0	45	59	0	1	0.125	57.3	es12	expsupp	9	12	12	30	40	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
126.2115	0.125	1st/repetition/unexpected	122	252423	20.0	LOW_A	1.0	8.6861	3.7236	B	15.0	45	59	1	1	0.125	57.3	es12	expsupp	10	0	0	0	10	0	n/a	n/a	sub-es12_00_0003.txt	1.0	1	0	0	n/a	()	()	()	()	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)	('IGNORED',)
