Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	4.0	12	0	12	10	1	1	Calibration_part1	es32	n/a
2	42.0	1.0	13.0	36	20	36	30	1	1	Calibration_part1	es32	n/a
3	44.0	1.0	29.0	12	20	12	30	1	1	Calibration_part1	es32	n/a
4	46.0	1.0	n/a	36	0	36	10	-99	0	Calibration_part1	es32	n/a
5	48.0	1.0	39.0	36	40	36	50	1	1	Calibration_part1	es32	n/a
6	50.0	1.0	50.0	12	40	12	50	1	1	Calibration_part1	es32	n/a
7	51.0	1.0	44.0	48	40	48	50	1	1	Calibration_part1	es32	n/a
8	52.0	1.0	47.0	0	0	0	10	1	1	Calibration_part1	es32	n/a
9	53.0	1.0	n/a	24	0	24	10	-99	0	Calibration_part1	es32	n/a
10	54.0	1.0	60.0	24	40	24	50	1	1	Calibration_part1	es32	n/a
11	55.0	1.0	62.0	0	20	0	30	1	1	Calibration_part1	es32	n/a
12	56.0	1.0	71.0	24	20	24	30	1	1	Calibration_part1	es32	n/a
13	57.0	1.0	81.0	0	40	0	50	1	1	Calibration_part1	es32	n/a
14	58.0	1.0	88.0	48	20	48	30	1	1	Calibration_part1	es32	n/a
1	59.0	1.0	n/a	36	0	36	10	-99	0	Calibration_part2	es32	56.4
2	52.6	1.0	26.0	12	20	12	30	1	1	Calibration_part2	es32	56.4
3	50.8	1.0	7.0	36	20	36	30	1	1	Calibration_part2	es32	56.4
4	54.4	1.0	50.0	0	20	0	30	1	1	Calibration_part2	es32	56.4
5	53.5	1.0	48.0	36	40	36	50	1	1	Calibration_part2	es32	56.4
6	52.6	1.0	7.0	12	40	12	50	1	1	Calibration_part2	es32	56.4
7	58.1	1.0	91.0	36	0	36	10	1	1	Calibration_part2	es32	56.4
8	51.7	1.0	5.0	0	40	0	50	1	1	Calibration_part2	es32	56.4
9	53.5	1.0	64.0	12	0	12	10	1	1	Calibration_part2	es32	56.4
10	54.4	1.0	61.0	24	40	24	50	1	1	Calibration_part2	es32	56.4
11	50.8	1.0	9.0	48	20	48	30	1	1	Calibration_part2	es32	56.4
12	56.3	1.0	75.0	24	20	24	30	1	1	Calibration_part2	es32	56.4
13	51.7	1.0	2.0	0	20	0	30	1	1	Calibration_part2	es32	56.4
14	59.0	1.0	95.0	24	0	24	10	1	1	Calibration_part2	es32	56.4
15	55.4	1.0	86.0	48	0	48	10	1	1	Calibration_part2	es32	56.4
16	57.2	1.0	50.0	24	40	24	50	1	1	Calibration_part2	es32	56.4
17	58.1	1.0	81.0	0	40	0	50	1	1	Calibration_part2	es32	56.4
18	57.2	1.0	77.0	24	20	24	30	1	1	Calibration_part2	es32	56.4
19	55.4	1.0	n/a	0	0	0	10	1	-99	Calibration_part2	es32	56.4
20	56.3	1.0	9.0	24	0	24	10	1	1	Calibration_part2	es32	56.4
