Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0.0	48	20	48	30	1	1	Calibration_part1	es25	n/a
2	42.0	1.0	9.0	24	30	24	40	1	1	Calibration_part1	es25	n/a
3	44.0	1.0	18.0	0	30	0	40	1	1	Calibration_part1	es25	n/a
4	46.0	1.0	38.0	36	0	36	10	1	1	Calibration_part1	es25	n/a
5	48.0	1.0	48.0	36	40	36	50	1	1	Calibration_part1	es25	n/a
6	50.0	1.0	50.0	48	0	48	10	1	1	Calibration_part1	es25	n/a
7	51.0	1.0	56.0	12	0	12	10	1	1	Calibration_part1	es25	n/a
8	52.0	1.0	60.0	12	30	12	40	1	1	Calibration_part1	es25	n/a
9	53.0	1.0	67.0	36	20	36	30	1	1	Calibration_part1	es25	n/a
10	54.0	1.0	61.0	0	0	0	10	1	1	Calibration_part1	es25	n/a
11	55.0	1.0	50.0	0	20	0	30	1	1	Calibration_part1	es25	n/a
12	56.0	1.0	0.0	48	40	48	50	-99	0	Calibration_part1	es25	n/a
13	57.0	1.0	69.0	24	20	24	30	1	1	Calibration_part1	es25	n/a
14	58.0	1.0	71.0	48	0	48	10	1	1	Calibration_part1	es25	n/a
15	59.0	1.0	72.0	24	0	24	10	1	1	Calibration_part1	es25	n/a
1	54.2	1.0	52.0	12	0	12	10	1	1	Calibration_part2	es25	n/a
2	59.0	1.0	n/a	36	20	36	30	-99	0	Calibration_part2	es25	n/a
3	52.8	1.0	33.0	12	20	12	30	1	1	Calibration_part2	es25	n/a
4	55.6	1.0	n/a	36	0	36	10	-99	0	Calibration_part2	es25	n/a
5	59.0	1.0	n/a	36	40	36	50	-99	0	Calibration_part2	es25	n/a
1	58.3	1.0	52.0	12	0	12	10	1	1	Calibration_part2	es25	59.8
2	54.2	1.0	55.0	36	20	36	30	1	1	Calibration_part2	es25	59.8
3	56.9	1.0	68.0	12	20	12	30	1	1	Calibration_part2	es25	59.8
4	53.5	1.0	55.0	36	0	36	10	1	1	Calibration_part2	es25	59.8
5	52.8	1.0	39.0	36	40	36	50	1	1	Calibration_part2	es25	59.8
6	54.9	1.0	62.0	12	40	12	50	1	1	Calibration_part2	es25	59.8
7	59.0	1.0	67.0	48	40	48	50	1	1	Calibration_part2	es25	59.8
8	54.2	1.0	51.0	0	0	0	10	1	1	Calibration_part2	es25	59.8
9	53.5	1.0	n/a	24	0	24	10	-99	0	Calibration_part2	es25	59.8
10	56.9	1.0	69.0	24	40	24	50	1	1	Calibration_part2	es25	59.8
11	57.6	1.0	40.0	0	20	0	30	1	1	Calibration_part2	es25	59.8
12	55.6	1.0	51.0	24	20	24	30	1	1	Calibration_part2	es25	59.8
13	54.9	1.0	52.0	0	40	0	50	1	1	Calibration_part2	es25	59.8
14	57.6	1.0	74.0	48	20	48	30	1	1	Calibration_part2	es25	59.8
15	55.6	1.0	n/a	24	0	24	10	-99	0	Calibration_part2	es25	59.8
16	58.3	1.0	53.0	24	40	24	50	1	1	Calibration_part2	es25	59.8
17	56.2	1.0	42.0	48	0	48	10	1	1	Calibration_part2	es25	59.8
18	56.2	1.0	51.0	24	20	24	30	1	1	Calibration_part2	es25	59.8
19	52.8	1.0	15.0	0	0	0	10	1	1	Calibration_part2	es25	59.8
20	59.0	1.0	54.0	48	40	48	50	1	1	Calibration_part2	es25	59.8
