Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0	24	20	24	30	1	1	Calibration_part1	es42	n/a
2	42.0	1.0	0	0	40	0	50	1	1	Calibration_part1	es42	n/a
3	44.0	1.0	3	36	20	36	30	1	1	Calibration_part1	es42	n/a
4	46.0	1.0	6	0	20	0	30	1	1	Calibration_part1	es42	n/a
5	48.0	1.0	17	36	40	36	50	1	1	Calibration_part1	es42	n/a
6	50.0	1.0	25	24	0	24	10	1	1	Calibration_part1	es42	n/a
7	51.0	1.0	35	12	40	12	50	1	1	Calibration_part1	es42	n/a
8	52.0	1.0	45	48	0	48	10	1	1	Calibration_part1	es42	n/a
9	53.0	1.0	51	24	40	24	50	1	1	Calibration_part1	es42	n/a
10	54.0	1.0	50	48	20	48	30	1	1	Calibration_part1	es42	n/a
11	55.0	1.0	52	12	20	12	30	1	1	Calibration_part1	es42	n/a
12	56.0	1.0	59	48	40	48	50	1	1	Calibration_part1	es42	n/a
13	57.0	1.0	53	12	0	12	10	1	1	Calibration_part1	es42	n/a
14	58.0	1.0	65	0	40	0	50	1	1	Calibration_part1	es42	n/a
15	59.0	1.0	71	24	20	24	30	1	1	Calibration_part1	es42	n/a
1	57.5	1.0	39	24	20	24	30	1	1	Calibration_part2	es42	60.8
2	56.0	1.0	9	0	0	0	10	1	1	Calibration_part2	es42	60.8
3	56.0	1.0	75	12	40	12	50	1	1	Calibration_part2	es42	60.8
4	57.5	1.0	74	36	0	36	10	1	1	Calibration_part2	es42	60.8
5	58.0	1.0	55	12	0	12	10	1	1	Calibration_part2	es42	60.8
6	58.5	1.0	83	36	20	36	30	1	1	Calibration_part2	es42	60.8
7	54.5	1.0	59	12	20	12	30	1	1	Calibration_part2	es42	60.8
8	58.5	1.0	49	48	20	48	30	1	1	Calibration_part2	es42	60.8
9	58.0	1.0	30	0	20	0	30	1	1	Calibration_part2	es42	60.8
10	59.0	1.0	50	24	40	24	50	1	1	Calibration_part2	es42	60.8
11	57.0	1.0	66	48	40	48	50	1	1	Calibration_part2	es42	60.8
12	55.0	1.0	58	36	0	36	10	1	1	Calibration_part2	es42	60.8
13	55.5	1.0	0	12	0	12	10	1	1	Calibration_part2	es42	60.8
14	57.0	1.0	21	36	40	36	50	1	1	Calibration_part2	es42	60.8
15	54.5	1.0	15	12	40	12	50	1	1	Calibration_part2	es42	60.8
16	55.5	1.0	5	24	0	24	10	1	1	Calibration_part2	es42	60.8
17	56.5	1.0	18	0	40	0	50	1	1	Calibration_part2	es42	60.8
18	56.5	1.0	52	36	20	36	30	1	1	Calibration_part2	es42	60.8
19	59.0	1.0	43	12	20	12	30	-99	0	Calibration_part2	es42	60.8
20	55.0	1.0	34	48	0	48	10	1	1	Calibration_part2	es42	60.8
