Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	19	24	20	24	30	1	1	Calibration_part1	es12	n/a
2	42.0	1.0	26	48	30	48	40	1	1	Calibration_part1	es12	n/a
3	44.0	1.0	21	24	40	24	50	1	1	Calibration_part1	es12	n/a
4	46.0	1.0	37	24	0	24	10	1	1	Calibration_part1	es12	n/a
5	48.0	1.0	42	0	20	0	30	1	1	Calibration_part1	es12	n/a
6	50.0	1.0	44	48	20	48	30	1	1	Calibration_part1	es12	n/a
7	51.0	1.0	50	24	20	24	30	1	1	Calibration_part1	es12	n/a
8	52.0	1.0	45	0	40	0	50	1	1	Calibration_part1	es12	n/a
9	53.0	1.0	56	24	40	24	50	1	1	Calibration_part1	es12	n/a
10	54.0	1.0	62	12	0	12	10	1	1	Calibration_part1	es12	n/a
11	55.0	1.0	73	36	0	36	10	1	1	Calibration_part1	es12	n/a
12	56.0	1.0	56	0	30	0	40	1	1	Calibration_part1	es12	n/a
13	57.0	1.0	77	36	20	36	30	1	1	Calibration_part1	es12	n/a
14	58.0	1.0	67	12	0	12	10	1	1	Calibration_part1	es12	n/a
15	59.0	1.0	79	12	20	12	30	1	1	Calibration_part1	es12	n/a
1	50.9	1.0	11	12	0	12	10	1	1	Calibration_part2	es12	57.3
2	53.6	1.0	42	36	20	36	30	1	1	Calibration_part2	es12	57.3
3	59.0	1.0	75	12	20	12	30	1	1	Calibration_part2	es12	57.3
4	55.4	1.0	70	36	0	36	10	1	1	Calibration_part2	es12	57.3
5	58.1	1.0	82	36	40	36	50	1	1	Calibration_part2	es12	57.3
6	59.0	1.0	67	12	40	12	50	1	1	Calibration_part2	es12	57.3
7	51.8	1.0	50	48	40	48	50	1	1	Calibration_part2	es12	57.3
8	57.2	1.0	57	0	0	0	10	1	1	Calibration_part2	es12	57.3
9	54.5	1.0	55	24	0	24	10	1	1	Calibration_part2	es12	57.3
10	56.3	1.0	61	24	40	24	50	1	1	Calibration_part2	es12	57.3
11	51.8	1.0	32	0	20	0	30	1	1	Calibration_part2	es12	57.3
12	52.7	1.0	46	24	20	24	30	1	1	Calibration_part2	es12	57.3
13	55.4	1.0	27	0	40	0	50	1	1	Calibration_part2	es12	57.3
14	53.6	1.0	56	48	20	48	30	1	1	Calibration_part2	es12	57.3
15	50.9	1.0	9	24	0	24	10	1	1	Calibration_part2	es12	57.3
16	54.5	1.0	28	24	40	24	50	1	1	Calibration_part2	es12	57.3
17	56.3	1.0	62	48	0	48	10	1	1	Calibration_part2	es12	57.3
18	57.2	1.0	73	24	20	24	30	1	1	Calibration_part2	es12	57.3
19	52.7	1.0	13	0	0	0	10	1	1	Calibration_part2	es12	57.3
20	58.1	1.0	68	48	40	48	50	1	1	Calibration_part2	es12	57.3
